praf,pmek,plcg,PIP2,PIP3,p44.42,pakts473,PKA,PKC,P38,pjnk,INT
1,1,1,2,1,1,1,1,1,2,1,7
1,1,2,2,3,1,1,2,2,2,2,7
1,1,1,2,1,2,1,1,2,2,2,7
1,1,2,2,2,1,1,2,1,1,2,7
2,3,2,2,1,3,3,2,2,2,2,7
1,1,2,1,1,2,1,1,3,3,2,7
2,1,2,2,1,2,1,1,3,2,2,7
1,1,2,2,1,3,2,2,1,1,1,7
3,3,2,1,1,2,2,1,2,2,2,7
2,1,2,2,2,1,1,1,2,2,2,7
1,1,1,3,1,3,3,3,2,1,1,7
1,1,3,2,2,2,1,1,2,2,1,7
1,1,2,2,2,2,1,1,2,2,2,7
1,1,2,2,1,2,2,3,3,2,2,7
1,1,1,3,1,2,1,1,1,1,2,7
1,1,2,2,1,2,1,1,3,3,1,7
3,2,3,2,2,2,2,1,2,2,2,7
2,3,2,2,1,2,2,2,2,1,2,7
1,2,3,2,1,2,1,1,1,1,1,7
1,1,3,2,1,3,3,3,3,3,1,7
3,2,3,2,2,2,2,1,2,2,1,7
3,3,1,1,2,2,2,3,2,2,3,7
1,1,2,2,1,3,3,3,1,2,1,7
2,1,3,2,2,3,2,3,2,3,2,7
3,3,2,2,1,1,1,2,1,1,1,7
1,1,3,3,3,2,1,1,3,3,2,7
1,1,2,3,2,1,1,1,2,1,2,7
2,2,3,1,1,2,2,1,3,3,2,7
2,2,2,1,2,1,1,3,3,3,2,7
1,1,2,2,1,2,2,1,3,3,2,7
2,2,2,2,1,2,2,1,1,1,2,7
2,1,2,2,2,1,1,1,2,2,1,7
1,1,1,2,1,1,1,2,2,2,2,7
2,1,2,1,1,1,1,2,1,1,1,7
1,1,3,1,1,1,1,2,1,1,1,7
1,1,2,2,1,2,2,3,3,2,2,7
3,3,2,2,1,1,2,3,3,3,2,7
3,2,1,2,2,2,2,1,2,1,2,7
2,2,2,2,2,2,2,1,2,1,1,7
1,1,1,2,1,2,2,1,3,2,2,7
2,2,1,3,2,1,1,1,2,2,1,7
2,1,3,3,3,2,2,1,2,2,1,7
1,1,2,2,1,1,1,1,2,2,2,7
3,2,2,2,1,2,2,1,2,2,1,7
1,1,2,2,1,3,3,3,2,2,1,7
3,2,3,1,1,1,1,1,1,2,1,7
1,1,3,3,3,1,1,1,2,2,1,7
2,1,1,2,1,1,2,3,3,3,2,7
2,1,1,2,2,2,1,1,2,2,2,7
3,3,2,2,2,2,2,2,1,1,1,7
3,2,2,2,2,3,3,3,3,2,2,7
3,3,1,2,2,2,1,1,3,3,2,7
1,2,1,3,1,3,3,3,3,3,3,7
3,1,2,2,1,1,1,3,2,3,2,7
1,2,1,2,1,2,1,1,3,3,2,7
1,1,2,2,2,2,1,1,3,3,2,7
1,1,2,2,1,1,1,1,3,2,2,7
1,1,1,3,1,2,3,3,2,2,2,7
1,1,3,2,2,2,2,1,1,1,1,7
1,1,3,2,2,3,3,3,2,2,1,7
2,1,1,1,1,1,2,1,3,3,1,7
1,1,2,1,1,1,1,1,1,1,1,7
1,1,2,2,1,3,2,1,3,3,2,7
1,1,2,3,2,2,2,1,2,2,1,7
1,2,1,2,1,2,1,1,3,3,2,7
2,3,2,2,1,1,1,2,1,2,1,7
2,1,3,3,3,2,1,1,3,3,2,7
2,2,3,2,3,3,3,3,2,2,2,7
3,1,1,2,1,2,1,1,3,3,2,7
3,2,3,2,2,1,1,2,2,2,2,7
1,1,1,2,1,3,3,3,1,2,2,7
2,1,2,2,1,2,1,1,2,2,2,7
3,3,3,2,1,1,1,1,2,2,2,7
2,1,1,3,2,2,1,1,2,2,1,7
1,1,1,2,1,2,2,1,3,3,2,7
1,1,1,1,1,2,2,1,1,1,1,7
1,1,2,3,2,2,2,3,1,2,3,7
1,1,3,3,3,2,2,1,3,3,2,7
1,1,2,2,2,1,1,1,2,2,1,7
1,2,1,2,1,1,1,2,1,2,2,7
2,1,2,2,2,1,1,3,3,2,1,7
3,3,1,2,2,2,2,1,3,2,2,7
1,1,1,2,1,3,3,3,3,2,1,7
2,1,1,2,1,3,2,3,3,3,2,7
3,2,1,2,2,2,2,1,2,1,2,7
2,1,2,2,1,1,1,1,2,2,1,7
2,2,3,2,2,2,1,1,3,2,1,7
2,1,3,3,3,3,3,3,3,3,2,7
2,3,3,2,2,1,1,1,2,1,1,7
1,1,1,2,2,3,2,1,3,3,1,7
3,2,3,2,1,2,2,1,2,2,1,7
1,1,1,3,1,2,2,1,2,2,2,7
1,1,1,3,2,1,2,3,3,3,2,7
2,2,1,3,1,2,2,3,2,2,2,7
1,1,2,2,1,2,1,1,2,3,2,7
3,3,1,2,2,1,1,1,3,2,2,7
3,1,1,2,2,3,3,3,1,2,2,7
2,1,2,2,1,2,1,1,1,1,1,7
1,1,1,2,1,2,3,3,2,2,2,7
1,1,3,2,1,1,1,2,3,3,2,7
1,1,3,3,3,2,2,1,3,3,2,7
1,1,3,2,2,2,2,1,2,2,1,7
1,1,2,2,1,2,1,1,2,2,1,7
2,2,2,2,2,2,1,1,2,1,2,7
2,2,2,2,1,2,2,1,2,3,2,7
2,2,2,2,1,2,2,1,3,3,2,7
2,1,2,2,2,2,2,2,2,2,1,7
3,2,3,2,1,2,2,1,2,2,1,7
3,2,2,2,1,1,1,1,2,2,1,7
1,1,1,3,1,2,2,3,3,2,1,7
1,1,2,2,1,1,1,1,3,3,2,7
1,1,2,1,1,3,2,1,3,2,2,7
1,1,2,2,1,2,2,1,2,2,1,7
1,1,3,3,3,2,2,1,2,2,1,7
2,1,1,3,1,2,1,1,3,3,1,7
2,1,2,1,1,1,1,3,2,2,2,7
1,1,2,2,1,1,1,1,1,1,1,7
2,2,2,2,1,1,1,3,3,3,2,7
2,1,2,2,1,1,1,1,1,1,2,7
1,1,2,2,1,2,2,1,1,2,2,7
1,1,1,2,2,1,1,1,2,2,2,7
3,3,2,3,2,3,3,3,3,3,2,7
1,1,2,2,1,2,1,1,1,2,2,7
1,1,2,2,1,1,1,2,1,1,2,7
2,1,1,3,2,2,2,1,2,3,2,7
2,1,1,1,1,1,1,1,2,2,1,7
1,1,1,3,1,1,1,1,3,2,2,7
2,2,1,2,1,1,1,3,1,1,2,7
1,1,2,2,2,2,1,1,2,2,2,7
3,2,1,2,1,2,2,1,2,2,1,7
2,2,2,2,1,2,2,1,2,2,2,7
1,1,1,1,2,1,1,1,2,2,1,7
2,2,2,2,1,2,1,1,3,3,2,7
1,1,1,1,1,1,2,2,2,2,2,7
1,1,3,2,2,1,1,1,3,3,2,7
3,3,2,2,3,1,1,3,2,1,1,7
2,1,2,2,1,2,2,1,2,2,1,7
3,2,1,1,1,2,2,1,2,2,2,7
1,1,2,1,1,2,2,1,2,3,2,7
3,3,2,2,1,2,2,1,1,1,2,7
1,1,1,2,2,2,2,3,1,2,3,7
1,1,1,2,2,2,1,1,2,2,2,7
2,2,2,2,2,2,2,1,2,1,1,7
1,1,2,2,1,3,3,3,1,1,1,7
1,1,2,2,1,1,1,1,1,1,1,7
1,1,2,1,2,2,2,3,1,1,1,7
2,1,1,2,1,1,1,3,1,1,1,7
1,1,3,1,1,1,2,1,2,1,2,7
2,1,2,2,1,3,3,2,3,3,2,7
1,1,2,2,1,3,3,3,3,3,2,7
1,1,2,2,1,2,2,1,3,2,2,7
1,1,1,1,1,1,1,1,2,2,2,7
2,1,3,3,3,3,3,3,3,3,2,7
1,1,1,3,1,1,1,1,3,2,2,7
1,1,2,1,2,2,2,3,1,1,1,7
1,1,1,2,1,2,3,3,2,2,2,7
1,1,2,2,1,2,1,1,2,2,2,7
3,2,3,2,2,1,1,2,2,2,2,7
3,3,1,1,2,3,2,2,1,1,1,7
3,2,2,2,1,3,3,3,2,2,2,7
1,1,2,2,1,1,1,2,1,1,2,7
1,1,2,2,1,1,1,1,2,2,2,7
3,2,1,2,1,1,1,2,3,3,1,7
2,1,1,2,1,2,2,1,1,1,2,7
3,3,2,2,1,3,3,3,2,1,2,7
2,1,2,3,1,1,1,1,2,2,2,7
1,1,2,2,1,2,2,3,3,2,2,7
1,1,1,2,1,1,1,1,1,2,1,7
3,1,2,3,2,2,1,2,1,1,2,7
1,1,3,2,2,2,2,2,3,3,1,7
2,1,3,2,2,3,3,3,3,2,2,7
1,1,3,2,1,1,1,2,3,3,2,7
1,1,3,2,1,2,1,1,2,2,2,7
1,1,2,2,2,3,3,2,1,1,1,7
1,1,2,2,2,3,3,2,3,3,1,7
2,1,2,2,2,2,1,1,2,2,2,7
2,1,2,2,2,2,2,2,3,3,1,7
3,2,3,2,2,2,1,1,3,2,2,7
1,1,2,1,1,1,2,1,3,3,1,7
1,1,3,3,3,1,1,1,3,3,2,7
1,2,2,2,1,1,1,2,2,2,2,7
3,2,1,2,1,1,1,2,3,3,1,7
1,1,2,2,2,1,1,1,2,2,2,7
1,1,3,3,3,1,1,2,3,3,2,7
1,1,2,2,2,1,1,2,1,1,1,7
3,2,1,3,1,1,1,1,2,2,1,7
2,1,2,2,1,2,1,2,1,1,1,7
1,1,2,2,1,2,2,1,2,2,1,7
2,2,2,3,2,3,2,1,1,1,2,7
2,1,2,2,2,2,2,1,2,2,1,7
1,1,2,2,1,3,3,3,2,2,1,7
1,1,2,2,1,3,2,3,3,3,2,7
2,1,2,3,1,1,1,1,2,2,2,7
1,1,2,2,1,2,1,1,2,2,1,7
1,1,1,2,1,2,1,1,2,2,2,7
2,1,3,2,2,2,2,1,2,2,2,7
1,1,1,1,1,2,1,1,2,2,2,7
1,1,2,2,1,2,1,1,1,1,1,7
1,1,1,1,1,3,2,3,2,3,2,7
1,1,1,1,1,1,2,1,2,2,1,7
2,2,1,3,1,2,2,3,2,2,2,7
2,1,2,2,1,2,2,1,2,2,2,7
2,1,3,1,1,3,3,3,2,2,2,7
1,1,2,2,1,2,1,1,2,3,1,7
1,2,3,2,3,2,1,1,2,2,2,7
1,1,3,3,3,1,1,1,2,2,2,7
3,2,1,2,1,2,1,1,2,2,2,7
2,1,1,1,2,2,1,1,2,2,2,7
1,1,1,2,1,1,1,1,2,2,1,7
1,1,2,1,2,2,2,3,2,2,2,7
1,1,3,2,1,3,3,3,2,2,2,7
1,1,1,2,1,1,1,1,1,1,2,7
2,1,3,3,3,2,3,3,3,3,2,7
2,1,2,2,2,1,1,3,2,2,2,7
2,1,2,1,1,2,2,1,2,2,2,7
2,2,1,1,1,2,1,1,1,2,2,7
1,1,3,3,3,2,2,1,3,2,1,7
1,1,1,3,1,1,1,1,3,3,2,7
2,1,2,2,2,2,2,1,3,3,2,7
2,1,2,2,2,2,2,2,3,3,1,7
2,2,3,2,2,3,3,3,1,1,2,7
2,1,1,1,1,1,2,1,3,3,1,7
1,1,2,2,1,2,1,2,2,2,2,7
1,1,1,2,2,1,1,3,1,2,1,7
1,2,1,2,1,1,1,2,1,2,2,7
3,3,2,2,1,1,1,2,1,1,1,7
2,3,1,1,1,1,1,2,2,2,2,7
3,3,2,2,1,1,2,3,3,3,2,7
2,1,1,1,2,2,2,3,2,2,2,7
2,3,2,2,1,2,2,1,1,1,2,7
2,1,1,2,1,2,2,1,2,2,1,7
2,2,1,1,1,2,1,1,1,2,2,7
3,3,3,2,2,2,2,1,3,2,2,7
2,2,2,1,2,3,3,2,1,1,2,7
1,1,2,2,2,1,1,1,3,2,1,7
3,2,3,1,1,1,1,1,1,2,1,7
1,1,2,2,1,2,2,1,2,2,2,7
1,1,2,2,2,2,1,1,2,2,2,7
1,1,2,3,2,2,2,1,1,1,2,7
1,1,3,2,1,1,1,1,3,2,2,7
2,2,3,3,3,2,2,3,1,1,1,7
3,2,3,2,2,2,2,1,1,2,1,7
1,1,1,2,2,3,2,1,3,3,1,7
2,2,1,3,1,2,2,3,2,2,2,7
3,1,2,2,1,3,3,2,3,3,2,7
1,1,3,3,3,1,1,2,3,3,2,7
2,1,1,3,1,1,1,1,2,2,2,7
2,2,2,1,1,1,1,1,3,3,2,7
2,2,1,1,1,2,1,2,2,2,1,7
1,1,3,3,3,2,2,1,2,2,2,7
3,2,2,2,1,3,3,3,2,2,2,7
1,1,2,2,1,3,3,3,2,3,2,7
2,2,3,2,2,1,1,1,3,3,2,7
3,2,2,1,1,2,2,3,1,2,2,7
1,1,3,2,1,1,1,2,3,2,2,7
3,3,2,1,2,2,2,1,3,3,3,7
3,3,1,2,2,1,1,1,3,3,2,7
3,2,2,2,2,2,1,1,2,2,2,7
2,1,2,2,1,1,1,2,1,1,1,7
1,1,2,1,1,2,2,2,3,2,2,7
1,1,2,2,2,2,2,1,2,2,2,7
1,1,1,2,2,2,1,1,2,2,2,7
3,3,2,1,1,1,1,2,2,2,1,7
1,1,1,1,1,3,2,3,2,3,2,7
2,1,1,2,1,1,1,3,3,3,2,7
1,1,1,1,1,2,1,1,2,2,1,7
3,2,3,2,2,1,1,2,2,3,2,7
3,2,2,2,1,1,1,1,2,2,1,7
1,1,3,3,3,1,1,1,3,3,2,7
1,1,2,2,1,3,3,3,1,1,1,7
2,1,1,2,2,2,1,1,2,2,2,7
3,2,2,2,1,2,2,1,3,3,2,7
2,1,1,1,2,2,1,1,2,2,2,7
1,1,2,3,2,3,3,3,3,3,2,7
3,2,3,3,3,3,2,3,2,2,2,7
2,2,3,2,2,3,3,3,1,1,2,7
2,2,3,2,1,1,1,1,1,2,1,7
3,3,2,2,1,1,1,1,2,2,1,7
1,1,1,3,1,1,1,2,2,2,2,7
2,2,2,1,1,1,1,2,2,3,3,7
2,1,1,2,2,2,1,1,2,2,2,7
1,1,2,2,1,2,2,1,3,3,2,7
1,1,2,2,1,3,2,1,3,3,2,7
1,1,1,1,1,1,1,1,1,2,2,7
2,1,2,2,1,2,1,1,1,2,2,7
1,1,1,2,2,2,2,1,3,3,2,7
1,1,2,2,1,2,2,1,2,1,1,7
1,1,3,3,3,2,2,1,2,2,2,7
2,1,2,1,1,1,1,1,3,3,2,7
1,1,1,2,1,2,2,1,2,2,2,7
2,1,1,1,2,2,2,1,1,1,2,7
1,1,2,2,2,2,1,1,3,3,1,7
2,1,1,3,1,1,1,2,2,2,2,7
2,1,2,3,2,1,1,1,2,2,2,7
3,2,3,2,2,1,1,2,2,3,2,7
2,2,2,1,2,2,1,1,2,2,2,7
2,1,1,2,1,1,2,1,3,3,2,7
1,1,1,2,1,1,1,1,1,2,1,7
2,2,2,1,2,2,1,1,2,2,2,7
1,1,3,2,3,2,3,3,2,3,2,7
2,1,1,2,1,1,2,1,3,3,2,7
1,1,1,3,1,1,1,2,2,2,2,7
1,1,1,2,1,1,1,1,1,2,2,7
2,3,3,2,2,1,1,1,3,2,2,7
2,1,2,3,3,2,2,1,1,1,2,7
2,2,3,2,2,2,2,2,1,1,1,7
2,1,2,2,1,3,3,3,3,3,2,7
3,2,3,2,2,2,2,1,1,2,1,7
1,1,3,3,3,1,1,3,3,3,2,7
1,1,1,3,2,1,1,1,1,1,1,7
2,2,2,2,1,3,3,3,3,3,2,7
1,1,1,2,1,2,1,1,3,3,2,7
2,2,1,1,1,2,1,1,1,2,2,7
1,2,1,1,1,2,2,1,1,1,1,7
3,3,2,2,2,1,1,1,3,2,2,7
2,1,2,3,2,2,3,3,2,2,2,7
2,1,1,1,1,1,1,1,2,2,1,7
1,1,2,2,2,2,1,1,2,2,2,7
1,1,2,3,3,1,1,3,2,2,1,7
2,1,2,2,2,2,1,1,2,2,1,7
1,1,1,3,2,1,1,1,1,1,1,7
2,1,3,3,3,2,2,1,1,1,1,7
3,2,2,2,1,1,1,2,3,3,2,7
2,1,1,2,1,2,2,1,2,2,1,7
1,1,3,2,3,1,1,3,1,1,2,7
1,1,3,2,1,1,1,2,2,1,2,7
1,1,2,3,3,1,1,1,1,1,2,7
2,1,2,2,2,2,2,1,2,2,1,7
2,1,2,2,1,2,1,1,2,2,2,7
3,2,2,3,2,2,1,1,1,1,1,7
3,3,1,2,1,2,2,3,1,2,1,7
2,1,1,1,1,1,1,1,1,2,2,7
2,2,3,1,2,1,2,1,3,3,1,7
1,1,2,2,1,1,1,1,2,2,2,7
3,2,2,2,1,1,1,1,2,2,1,7
2,1,2,2,1,3,3,3,3,3,2,7
1,2,1,3,1,2,2,2,1,1,2,7
3,2,2,1,1,3,2,1,2,2,2,7
2,3,2,2,1,3,3,2,2,2,2,7
3,1,1,2,2,3,3,3,1,2,2,7
1,1,2,2,1,1,1,1,3,2,2,7
2,1,2,2,3,2,1,1,1,1,2,7
1,1,2,1,1,2,1,1,1,2,2,7
2,2,1,3,1,2,1,1,2,2,1,7
2,1,1,2,1,1,1,3,1,1,1,7
1,1,2,2,1,1,1,1,2,2,2,7
3,2,1,2,1,1,1,1,1,1,2,7
3,2,3,1,1,1,2,3,3,2,1,7
1,1,2,2,1,1,1,3,3,2,2,7
2,1,2,3,2,1,1,1,3,3,2,7
1,1,3,3,3,2,2,1,2,2,1,7
1,1,2,2,1,2,3,3,3,2,2,7
1,1,2,1,1,3,2,1,1,1,1,7
1,1,2,2,1,2,1,1,2,2,2,7
2,2,2,2,1,2,1,1,2,3,1,7
1,1,2,1,1,1,1,1,3,2,2,7
3,1,1,3,3,2,1,1,2,3,2,7
1,1,2,2,1,1,1,2,3,3,2,7
1,1,2,2,1,3,3,3,2,2,2,7
1,1,2,2,1,2,1,1,2,3,1,7
1,1,2,2,1,2,2,2,2,2,2,7
1,1,2,3,3,2,2,2,1,1,2,7
1,1,1,2,1,2,2,2,2,2,1,7
2,2,1,1,1,1,1,1,1,1,1,7
1,1,2,1,1,1,1,1,3,3,2,7
1,1,2,2,2,3,3,3,1,2,2,7
2,1,2,3,2,2,3,3,2,2,2,7
3,3,1,2,2,3,3,3,2,2,1,7
2,2,1,2,1,2,1,1,3,2,2,7
2,1,1,3,2,2,2,1,2,3,2,7
1,1,2,2,1,2,2,1,1,1,1,7
2,1,2,2,1,2,1,1,1,1,1,7
3,2,2,2,2,3,3,3,1,1,2,7
2,2,1,3,2,1,1,1,2,2,1,7
1,1,1,2,1,1,1,1,1,2,2,7
2,2,2,3,3,2,1,1,2,2,2,7
2,2,3,3,3,2,2,3,1,1,1,7
1,1,1,2,1,2,2,1,1,2,2,7
2,2,3,2,1,3,3,1,1,3,2,7
3,2,1,1,3,2,1,1,2,2,2,7
3,2,3,3,3,1,1,2,3,3,2,7
2,2,1,2,1,2,1,1,3,2,1,7
2,1,2,2,2,1,1,1,2,3,2,7
2,1,3,3,3,2,1,1,3,3,2,7
2,1,1,2,2,2,2,2,2,2,1,7
1,1,2,3,3,1,1,1,1,1,2,7
2,1,3,1,1,2,2,1,2,3,2,7
1,2,1,2,1,2,1,1,3,3,2,7
3,2,3,2,2,2,1,1,3,2,2,7
3,1,3,2,3,3,3,3,2,2,1,7
1,1,2,2,2,2,1,1,2,2,2,7
1,1,1,3,2,1,1,1,2,2,1,7
3,1,2,1,1,2,2,2,2,2,2,7
1,1,2,2,1,2,2,1,2,3,2,7
1,1,1,1,1,2,1,1,1,1,1,7
1,1,2,2,1,2,2,2,2,2,2,7
1,2,1,2,1,1,1,1,1,1,2,7
3,2,3,2,2,2,2,1,2,2,2,7
1,1,2,2,1,2,2,1,2,2,2,7
1,1,1,1,2,1,1,1,2,2,1,7
3,3,1,2,2,3,2,1,2,2,2,7
1,1,2,1,1,1,1,1,3,2,2,7
1,1,1,3,2,2,2,1,3,3,2,7
2,2,2,2,2,1,1,1,3,3,2,7
2,2,3,2,2,3,3,3,2,1,1,7
2,3,2,2,1,1,1,2,1,2,1,7
3,3,2,3,1,2,1,1,2,1,1,7
1,1,2,2,2,3,3,2,3,3,2,7
2,1,3,3,3,2,2,1,2,2,1,7
1,1,3,2,1,1,2,3,1,2,1,7
2,1,2,2,1,2,1,1,3,2,2,7
2,3,3,2,2,1,1,1,3,2,2,7
1,1,2,2,1,1,1,2,3,2,1,7
1,1,2,1,1,2,2,2,3,2,2,7
1,1,1,1,1,1,1,1,2,2,2,7
1,1,2,2,1,2,2,1,2,3,2,7
1,1,2,2,1,2,2,1,1,1,1,7
3,3,3,2,2,1,1,2,3,2,2,7
2,2,2,2,1,2,1,1,2,3,1,7
1,1,3,2,1,2,1,1,2,2,2,7
3,3,2,2,2,2,1,1,2,2,2,7
3,3,2,2,1,2,2,1,3,3,1,7
1,1,2,3,3,1,1,1,1,1,2,7
3,3,3,3,3,3,3,3,1,1,1,7
2,1,2,3,2,1,1,1,2,2,2,7
1,1,2,2,1,1,1,1,1,1,1,7
1,1,1,2,2,1,1,3,1,2,1,7
1,1,2,2,1,3,3,3,1,1,1,7
2,1,2,2,1,2,1,1,1,2,2,7
3,1,2,3,2,2,1,2,1,1,2,7
2,1,2,2,1,1,1,2,3,2,2,7
2,2,2,2,1,2,1,1,3,2,2,7
1,1,2,2,1,2,2,1,2,2,2,7
1,1,3,2,2,3,3,3,2,2,1,7
1,1,1,2,1,2,1,1,2,3,2,7
3,3,2,2,3,1,1,3,2,1,1,7
2,1,1,1,2,2,2,1,1,1,2,7
1,1,1,2,1,1,1,1,1,2,1,7
1,1,3,3,2,1,1,1,2,3,2,7
1,1,2,2,1,2,1,1,2,3,2,7
1,1,2,2,2,3,3,2,3,3,1,7
3,3,2,1,2,2,2,1,3,3,3,7
3,2,3,3,3,1,1,2,3,3,2,7
1,1,1,3,2,3,2,1,3,2,2,7
1,1,1,1,2,2,2,1,1,1,1,7
2,1,3,1,1,1,1,1,2,3,1,7
1,2,3,2,1,2,1,1,1,1,1,7
3,1,1,1,1,2,2,1,3,3,2,7
2,1,2,2,1,1,1,1,1,1,2,7
2,1,3,3,3,2,2,3,3,3,2,7
2,1,2,2,2,2,2,2,3,3,1,7
3,3,2,2,1,1,1,2,2,3,2,7
2,1,3,3,3,2,2,3,3,3,2,7
2,2,1,2,2,2,1,1,3,3,2,7
3,2,3,3,3,1,1,2,3,3,2,7
1,1,2,1,1,3,3,2,1,2,2,7
2,2,2,1,1,1,1,2,2,3,3,7
1,1,2,1,1,2,2,1,2,3,2,7
1,1,2,3,2,2,2,3,1,2,3,7
1,1,3,3,3,1,1,1,1,2,2,7
2,2,3,2,3,2,2,1,2,2,1,7
1,1,3,1,3,2,2,3,1,3,1,7
2,1,2,2,1,1,1,1,3,3,2,7
3,1,2,2,2,3,3,3,3,3,1,7
1,1,2,3,2,2,2,1,1,1,2,7
1,1,2,2,2,2,1,1,3,3,2,7
3,1,3,2,1,1,1,1,2,2,2,7
1,1,2,2,2,1,1,3,1,1,2,7
2,3,2,2,1,3,3,3,2,2,1,7
2,1,1,2,1,3,3,3,3,2,1,7
1,1,2,1,2,2,2,1,2,2,2,7
2,1,2,2,1,2,2,1,2,2,2,7
3,1,2,2,2,1,1,3,3,3,2,7
1,1,1,2,1,2,1,1,3,3,2,7
3,1,1,2,2,2,2,1,2,3,2,7
2,1,1,1,1,2,1,1,2,1,1,7
2,2,3,2,2,2,2,2,1,1,1,7
2,1,1,2,1,2,2,1,3,2,2,7
1,2,3,2,3,2,1,1,2,2,2,7
2,1,2,2,1,2,1,1,1,2,2,7
1,1,3,3,3,2,2,1,2,2,2,7
1,1,2,3,2,1,1,1,2,1,2,7
2,1,1,1,1,2,1,1,2,2,2,7
1,1,3,2,1,1,1,2,3,2,2,7
2,1,2,1,1,1,1,2,1,1,1,7
1,1,2,2,1,1,1,3,2,3,2,7
1,1,2,2,1,2,1,2,3,2,2,7
3,2,3,3,3,2,2,3,1,2,2,7
1,1,3,2,2,3,3,3,2,2,2,7
3,2,2,2,1,2,2,1,3,3,2,7
2,1,1,3,1,1,1,3,3,3,2,7
1,1,1,1,1,2,1,1,2,2,2,7
1,1,2,1,1,1,1,1,1,1,1,7
2,1,1,2,1,2,2,1,2,2,1,7
2,1,1,3,2,2,2,3,2,2,2,7
3,3,2,1,1,3,2,1,2,1,2,7
3,3,1,2,2,1,1,1,3,2,2,7
1,1,1,1,1,2,2,1,2,2,1,7
3,2,2,2,2,1,1,1,3,3,2,7
2,2,2,2,1,1,1,1,3,3,1,7
1,1,2,1,2,2,2,3,2,2,2,7
1,2,1,2,1,2,1,1,3,3,2,7
1,1,1,2,1,2,2,2,1,1,2,7
1,1,2,3,3,2,2,2,1,1,2,7
3,2,1,1,1,2,2,1,2,2,2,7
1,1,2,2,1,3,3,3,1,1,2,7
1,1,2,2,2,1,1,1,3,3,2,7
2,2,1,1,1,2,1,2,2,2,1,7
2,1,1,2,1,1,2,1,2,3,1,7
3,3,2,2,1,1,1,3,3,2,2,7
1,1,1,1,1,2,1,2,2,1,2,7
3,3,3,2,1,2,1,1,3,3,2,7
2,2,2,2,2,2,1,1,2,1,2,7
2,2,3,3,3,2,2,1,3,3,2,7
1,2,1,2,2,2,1,1,1,1,2,7
2,3,1,1,1,2,1,1,2,3,2,7
3,3,1,2,2,2,1,1,3,3,2,7
1,1,2,2,1,2,2,2,1,2,3,7
3,2,1,1,1,2,2,3,2,2,2,7
1,1,3,3,3,2,2,1,2,2,2,7
1,1,3,2,1,1,1,2,2,1,2,7
2,1,2,2,1,3,3,3,3,3,2,7
3,2,3,3,3,3,2,3,2,2,2,7
3,3,2,2,1,1,1,1,1,1,2,7
1,1,1,3,3,1,1,1,1,1,1,7
1,1,3,2,1,3,3,3,2,2,2,7
1,1,1,1,1,2,1,1,2,2,2,7
2,2,3,2,2,2,1,1,2,1,2,7
1,1,1,1,1,1,1,3,1,1,2,7
