"praf","pmek","plcg","pip2","pip3","p44.42","pakts473","pka","pkc","p38","pjnk"
66.7,81.3,12.2,14.5,4.37,17.3,31.6,286,16,14.3,4.45
49.1,18.4,14.6,23.7,6.49,4.7,12.7,136,3.92,25,127
73.7,32.8,2.23,17.8,16.3,31.1,44.9,267,27.9,47,24.6
62.6,26.4,9.22,15.8,61.5,6.26,9.91,311,2.97,17.3,124
13.5,10.7,9.39,3.59,29.7,4.91,34.3,227,13.7,33.1,12.2
73.7,34.9,19.3,85.1,47.4,8.98,20.7,538,24.1,30.5,17
85.8,67.3,8.06,32.2,31.3,35.2,40,403,2.59,25.3,49.6
65.5,19.8,9.31,22.3,22.7,20.4,45.3,939,12,21.7,5.33
66.1,22.3,4.49,161,33.4,34,53.3,343,16.1,39.6,18.8
68.5,39.6,16.3,21.7,34.3,4.91,22.3,403,24.6,41.8,15.7
139,37.5,54.2,80.6,20.5,8.74,25.3,379,11.1,17.2,6.1
67.9,31.3,9.56,91.4,23.5,51.9,82.8,2207,24.1,43.7,8.98
53.8,23.9,8.82,97.3,24.6,3.96,7.57,153,15.1,28.1,15.7
33.1,9.31,14.9,12.6,7.84,17.2,75.7,2571,15.3,36.8,19.3
85.8,23.9,27.6,34.3,17,19.5,27.6,305,13.5,16.5,10.4
58.8,17.5,13.6,23.9,2.25,6.15,12.4,264,3.02,22.9,85.1
105,40.3,11.3,18.4,13.9,14.7,27.1,359,28.4,30.5,7.17
54.2,27.4,15,15,8.66,5.19,16.4,882,24.8,39.6,20.4
25.9,23.1,27.9,37.5,12.5,13.3,25.9,453,1.04,17.3,14.9
13.8,19.3,15.4,85.8,19.1,20.7,53.3,717,3.68,22.1,67.9
34,18.8,42.9,89.8,44.9,4.61,17.9,673,25.7,49.1,25.5
81.3,28.1,9.06,16.7,47,21.7,24.4,274,119,297,155
7.57,4.91,8.58,18.8,117,10.7,17.3,470,14.3,21.3,17.5
127,68.5,25.9,70.4,139,17.9,38.2,382,1,16.5,6.92
46.6,19.3,13.5,37.5,123,9.06,14.1,717,2.57,20.2,106
54.7,28.4,12.7,53.3,85.1,38.2,57.3,882,28.9,46.6,19.3
167,79.1,31.6,49.1,23.7,13.2,17.3,500,13.9,30,15.4
3.46,1.47,9.06,36.2,71,5.28,20.4,284,16.7,34.3,10.3
92.2,28.9,9.06,3.46,23.3,15.3,31.1,429,10.8,9.39,1.95
74.3,35.9,9.82,104,35.5,23.3,30.2,433,15.5,25.9,5.57
53.3,19.8,13.2,34.3,22.1,9.56,16.3,638,2.33,12,53.3
107,30.5,1.95,9.47,7.91,54.7,82,1459,23.5,42.9,13.1
86.6,24.1,4.57,15.8,18.8,30.8,56.2,737,11.4,17.8,3.72
7.91,21.7,7.99,165,46.1,22.5,36.8,437,20.2,20.9,8.43
105,40.3,11.3,18.4,13.9,14.7,27.1,359,28.4,30.5,7.17
115,36.8,11.3,17.6,3.59,36.5,51.9,316,9.47,18.8,2.11
33.4,23.3,5.38,198,66.7,10.6,24.6,685,18.1,33.4,8.2
58.8,28.1,18.9,38.9,43.7,4.96,17.8,562,26.9,57.3,20.9
15,39.6,14.9,414,77,6.61,6.73,400,23.3,40.7,77.7
10.2,13.5,15,34,26.4,1.73,6.26,106,10.5,18.9,25.5
33.1,9.31,14.9,12.6,7.84,17.2,75.7,2571,15.3,36.8,19.3
78.4,20.9,9.56,17,45.7,16.8,24.6,528,26.2,44.5,7.04
28.1,30.5,9.73,52.3,5.99,3.49,15.3,19.8,15.7,26.2,10.6
87.4,44.5,34.6,47.8,17.2,18.6,33.7,300,10.9,32.2,46.1
44.1,28.4,17.2,22.5,13.5,13.3,20.2,313,23.7,33.4,14.5
55.7,24.8,9.31,114,15.4,10.2,17.2,414,17.2,32.5,13.1
50.5,18.8,16.8,23.9,16.4,25,23.9,227,2.27,11.5,97.3
10,10.2,11.7,21.9,17.8,32.2,52.8,1176,49.6,121,32.8
89,77.7,14.9,25.3,34.6,11.8,22.9,441,1,8.51,9.65
55.2,22.3,17.6,22.5,9.39,23.7,27.6,375,24.6,53.8,22.5
80.6,36.8,6.92,98.2,17.6,13.6,21.3,626,11.3,42.2,153
30.5,15.7,4.57,18.9,32.5,11.9,12.9,655,5.73,9.91,59.4
74.3,36.5,20.9,9.06,6.21,2.48,13.7,491,4.74,16.4,71.7
120,41,15,57.8,24.6,20.9,32.8,379,1,18.9,97.3
40.3,24.8,50,229,88.2,15,29.4,248,15.1,19.5,8.58
55.2,51.4,17.6,18.3,16.7,17.5,19.5,319,1.84,12.6,67.9
75.7,44.9,6.98,50,11.1,10.8,17,594,18.4,26.2,15.8
61,31.9,17.8,16.4,10.1,13.3,28.1,1911,1.79,9.73,3.4
16.7,5.38,1.01,11.8,20.4,16,25.3,274,19.5,21.1,13.8
41.8,19.5,3.43,8.58,8.28,5.88,17,362,21.5,26.4,8.98
69.2,18.1,5.14,121,24.4,8.58,37.2,186,20,23.3,14.7
207,56.7,3.52,172,20,5.67,19.3,316,17.8,48.3,56.7
79.1,31.1,18.4,44.5,26.7,4.07,19.3,965,11.9,16.3,9.91
115,36.8,11.3,17.6,3.59,36.5,51.9,316,9.47,18.8,2.11
17.3,15.8,12.7,18.9,5.94,4.57,14.5,1018,17.8,41,4.37
58.8,31.9,4.07,14.2,3.96,7.64,11.2,231,16.3,39.2,17.5
9.39,27.9,13,22.5,17.5,19.5,26.9,426,28.6,36.5,18.6
56.7,33.7,3.22,141,38.9,5.52,26.2,514,1.42,90.6,8.43
38.9,20.2,15.7,16.3,1.29,9.14,75.7,1433,33.1,50.9,8.98
154,86.6,34,337,160,25.5,47.4,1486,3.28,35.2,231
93.9,23.3,5.99,219,38.2,10.2,20.5,594,11.1,23.7,5.38
81.3,32.5,7.64,35.9,3.65,9.22,17.5,400,47,70.4,27.6
52.3,38.9,3.75,18.3,26.2,7.77,12.4,313,16,34.9,58.8
26.4,29.2,15.3,10.6,6.55,10.9,24.8,426,11.3,28.9,17.2
20,23.1,5.62,125,42.2,44.5,89,1860,5.19,14.3,3.43
67.3,30.2,12.6,667,86.6,24.1,41.8,253,7.23,13.8,6.98
11.9,4.53,2.48,121,9.82,5.47,15,547,15.3,26.2,10.2
13.2,6.79,6.21,149,27.6,32.8,50.9,418,25.3,26.9,10
135,198,5.38,120,13.7,9.73,23.1,519,10.1,26.9,13.9
50.9,15.1,1.21,1.33,7.64,7.17,14.9,567,11.9,11.5,7.5
115,37.9,32.8,34,18.1,19.6,27.6,445,12.6,17.3,10.6
45.3,21.5,15.4,115,29.4,3.96,60.4,757,8.06,13.7,21.3
89.8,83.5,11.5,15.5,11.2,17.9,28.6,422,12.5,15.4,6.1
80.6,36.8,6.92,98.2,17.6,13.6,21.3,626,11.3,42.2,153
33.1,9.31,14.9,12.6,7.84,17.2,75.7,2571,15.3,36.8,19.3
28.6,17.5,7.57,94.7,6.85,20.9,72.3,115,6.04,52.3,67.9
120,41,15,57.8,24.6,20.9,32.8,379,1,18.9,97.3
35.9,34.9,4.14,13.2,30,7.64,25,638,17.6,30,7.99
57.8,15,37.5,40,18.8,29.4,30.5,322,10.6,34.9,22.3
81.3,28.1,9.06,16.7,47,21.7,24.4,274,119,297,155
70.4,37.5,6.55,8.66,6.67,12.3,13.5,300,21.7,50.5,12.1
31.6,12.4,30.5,53.3,15.7,17.5,35.5,331,23.7,36.5,9.65
48.7,25.5,16.1,122,67.3,28.6,41.4,538,18.3,45.7,15.5
36.5,14.5,6.49,53.8,19.8,5.19,9.39,253,9.65,8.9,3.75
26.4,17.2,9.82,164,30.8,5.67,16,1219,4.96,19.1,86.6
87.4,44.5,34.6,47.8,17.2,18.6,33.7,300,10.9,32.2,46.1
39.2,17.2,81.3,205,29.2,19.8,27.4,346,9.73,19.8,19.1
31.3,19.1,8.51,22.1,17.9,17.8,33.7,355,10.7,18.6,6.79
123,27.4,10.8,13.7,42.6,5.05,15.3,939,13.9,25.7,9.31
27.6,21.1,22.3,20.7,31.9,6.1,28.4,679,9.39,50,98.2
56.7,23.7,8.82,69.8,16.4,18.6,44.5,1310,8.82,13.9,7.1
80.6,36.5,4.61,89,10.2,19.5,28.9,533,10.5,23.9,50.9
27.9,17.5,5.62,10.5,36.8,33.1,44.5,632,16.3,26.4,13
8.2,9.91,6.26,13.8,9.14,26.4,30.5,389,17.5,17.6,5.23
66.7,81.3,12.2,14.5,4.37,17.3,31.6,286,16,14.3,4.45
61.5,21.1,11,13.6,33.7,5.57,45.3,1197,17.8,35.9,15.5
66.7,23.7,9.39,16,40,17.3,29.2,407,15.7,41.8,7.57
64.4,35.2,15.5,11.2,7.7,7.1,22.7,433,20.9,25.9,8.43
81.3,39.6,18.6,21.7,4.45,5.47,18.1,67.9,3.28,14.3,70.4
57.8,19.6,13.5,33.4,6.61,44.9,79.1,931,15.8,21.7,13.7
71,22.3,18.9,20.7,10,28.4,36.8,858,10.2,5.67,5.38
10,10.2,11.7,21.9,17.8,32.2,52.8,1176,49.6,121,32.8
41.4,21.7,3.37,239,19.8,6.98,15.8,914,8.98,23.7,34
35.5,14.6,8.06,10.4,14.5,24.4,32.8,352,19.8,34,12.2
133,52.8,4.41,93.1,31.6,2.27,11.3,956,18.1,25,6.1
62.6,18.4,7.57,23.3,7.77,6.15,9.82,255,1.18,24.8,1.46
9.39,27.9,13,22.5,17.5,19.5,26.9,426,28.6,36.5,18.6
123,27.4,10.8,13.7,42.6,5.05,15.3,939,13.9,25.7,9.31
49.6,32.2,17.9,7.84,9.31,6.79,13.5,604,16.3,28.9,11.1
54.7,28.4,12.7,53.3,85.1,38.2,57.3,882,28.9,46.6,19.3
49.1,15,8.2,246,71.7,4.18,7.43,533,30.2,47.4,19.3
93.1,31.1,10.6,137,23.5,16.3,25.7,422,9.65,23.1,5.14
71.7,50.9,5.73,130,8.74,13.3,28.4,478,1.23,18.8,114
43.7,13.3,18.3,23.1,6.79,8.35,5.78,200,5.57,12.5,15.1
28.6,20.2,9.31,12.1,3.13,14.1,17.2,583,4.29,19.6,73.7
77,21.1,12.2,22.1,3.13,6.61,22.9,445,26.9,38.2,10.3
13.8,19.3,15.4,85.8,19.1,20.7,53.3,717,3.68,22.1,67.9
12.7,13.7,18.6,55.2,23.5,9.22,15,649,16.3,17.8,5.28
69.2,18.1,5.14,121,24.4,8.58,37.2,186,20,23.3,14.7
73,28.6,14.1,23.3,3.43,379,730,3854,14.9,33.7,16.5
110,35.2,56.2,111,34.9,7.04,15.8,407,14.7,5.33,7.99
75.7,34.3,16.1,58.8,21.1,12.7,23.5,300,3.25,7.91,3.08
46.1,21.9,1.45,2.76,7.1,11.1,25.5,638,18.8,36.2,13.9
59.9,24.6,14.5,67.3,21.5,29.4,48.3,466,18.9,24.8,1.81
14.5,13,7.04,17.9,1.68,9.22,22.7,445,16,35.5,10.6
68.5,34.6,20.2,40,65.5,11.7,24.8,583,22.7,47.8,22.9
62.1,27.6,16.1,37.5,32.8,19.5,38.9,470,3.59,27.1,96.5
38.2,16,29.7,31.1,30,12.4,18.6,621,12.4,19.8,8.51
44.5,22.1,4.87,12.1,12,2.69,20.4,685,17.6,16.5,13.6
12.6,20.5,10.8,227,28.9,13,25.5,514,14.6,20.2,19.3
41.8,19.5,3.43,8.58,8.28,5.88,17,362,21.5,26.4,8.98
35.5,14.6,8.06,10.4,14.5,24.4,32.8,352,19.8,34,12.2
102,30.8,9.06,95.6,18.6,4.18,17.2,621,5.99,15.5,4.87
19.1,9.82,2.21,5,12.5,3.72,20.2,1731,2.59,30.8,141
158,37.2,16.7,20.9,4.66,14.7,17.6,375,15.4,22.5,20.4
54.7,46.6,17.9,24.1,17,25,33.4,337,18.3,27.6,6.49
8.66,22.5,8.74,31.6,46.6,13.9,25,626,29.4,34,1.93
5.67,17.8,19.6,20.5,7.1,14.5,25.9,717,21.9,34.9,8.06
21.9,18.3,1,89,5.88,3.89,12.4,491,9.06,27.4,16.7
27.9,17.8,9.31,112,12.5,4.7,8.98,198,26.2,50.5,15.1
85.8,20.5,135,422,250,22.3,46.1,1486,6.04,7.64,4.37
58.8,31.9,4.07,14.2,3.96,7.64,11.2,231,16.3,39.2,17.5
45.3,21.5,15.4,115,29.4,3.96,60.4,757,8.06,13.7,21.3
52.8,14.6,25.7,178,41.8,6.21,10.8,255,16.8,36.8,17
6.1,21.3,1.89,196,40.3,53.3,93.1,1197,20.2,29.7,2.37
34.9,11.5,19.6,11.9,14.5,14.7,31.9,437,19.5,30.2,2.71
12.5,32.2,11.9,75,20.2,25.3,37.5,418,16.8,73.7,163
74.3,36.5,20.9,9.06,6.21,2.48,13.7,491,4.74,16.4,71.7
17.5,29.4,10.4,14.6,4.03,29.2,35.5,331,12.1,25.5,21.5
37.5,31.1,16.3,17.5,5.99,5.33,11,328,21.7,34.6,11.9
73,37.9,43.3,68.5,11.5,21.3,48.7,1104,8.43,20.9,1
48.3,23.3,5.19,75,21.7,17.8,28.6,673,15.7,34,3.82
36.5,17.9,1.04,343,30.2,10.4,39.6,1700,7.91,9.82,5.67
117,78.4,11.3,11.4,6.21,1.64,6.55,673,2.92,22.7,47.4
118,24.1,6.32,188,34,13.7,22.3,396,24.8,48.3,76.4
64.4,31.1,7.91,246,51.4,22.1,37.2,385,21.5,28.9,17.9
84.3,34.6,10,15.3,12.9,7.77,22.5,375,34.3,53.3,21.7
22.1,26.7,3.65,26.4,10.6,14.2,26.4,737,30.5,42.9,16.7
73.7,34.9,24.4,331,70.4,3.96,10.8,426,7.57,27.4,20.4
93.9,38.9,9.73,125,20.5,25.9,38.5,453,7.77,35.5,223
16.3,9.47,10.2,65.5,28.6,13.3,24.6,692,13.8,29.2,41
11.3,17.6,7.91,18.4,55.2,23.7,82,939,12.9,13,7.91
98.2,33.4,10,18.4,21.1,10.3,15.8,615,1,31.1,2.19
42.6,23.3,16.4,40,1.75,6.55,10.5,610,11.9,25.9,45.7
74.3,35.9,9.82,104,35.5,23.3,30.2,433,15.5,25.9,5.57
13.9,21.1,15.8,35.9,16.5,11.7,15,1322,13,23.7,13.1
62.1,30.2,17.8,15.4,6.55,8.13,22.1,457,10,17.6,8.13
112,32.8,18.4,30.5,7.64,8.35,12.3,441,17.6,21.1,4.07
49.6,31.9,39.2,246,69.2,7.3,16.5,457,12.2,15.8,6.73
13.7,9.82,5.33,109,29.4,25.3,38.5,445,15.3,24.6,9.31
93.9,45.3,4.91,23.1,10.6,12.1,7.99,692,8.35,21.7,82.8
117,78.4,11.3,11.4,6.21,1.64,6.55,673,2.92,22.7,47.4
59.9,19.1,8.2,149,29.7,12.3,20.5,552,13.8,31.3,16.1
22.1,26.7,3.65,26.4,10.6,14.2,26.4,737,30.5,42.9,16.7
28.1,30.5,9.73,52.3,5.99,3.49,15.3,19.8,15.7,26.2,10.6
62.1,32.8,11.4,18.1,22.7,10.7,47,1963,6.98,15.3,5.73
34.3,20.5,5.94,52.3,18.9,6.92,18.1,538,61,91.4,8.35
40.7,25,23.9,264,58.8,15.8,33.7,638,20.9,35.9,9.22
69.8,24.4,54.7,129,14.1,15.4,27.9,375,4.37,12.3,10.1
42.6,14.7,17.9,6.73,31.6,10.6,67.3,2571,1,63.8,4.1
90.6,58.3,4.41,132,13.6,16.4,68.5,3854,26.7,71,39.6
63.2,28.1,17.2,21.3,5.28,19.6,34.6,661,52.3,163,57.8
44.9,20.4,18.4,23.7,7.17,11.5,19.8,337,17.6,45.7,25.3
52.8,28.6,5.83,92.2,17.6,8.2,13.6,685,18.3,24.6,11.8
61,40.7,13.5,14.5,5.83,7.99,13.6,757,11.3,23.9,7.37
90.6,44.5,5.14,11.7,51.4,18.3,27.9,325,45.7,67.3,26.4
23.1,30.2,1.1,311,27.1,11.5,23.7,594,18.6,28.9,7.91
42.9,12.4,11,9.06,4.7,11.8,31.6,305,2.07,17.5,82
13.2,9.14,4.91,2.71,1.29,12.3,24.4,474,15.3,16.5,7.64
87.4,44.5,34.6,47.8,17.2,18.6,33.7,300,10.9,32.2,46.1
34,23.3,13.2,202,23.3,21.9,30.2,319,18.1,22.7,1.46
71.7,25.7,16,12.4,19.1,24.4,27.9,274,3.79,23.3,85.1
54.2,24.4,31.9,38.5,8.82,4,8.58,122,17.5,22.9,3.55
165,37.5,16.7,72.3,27.1,14.1,20.2,244,15.3,15.1,1.89
107,30,8.66,38.2,9.82,6.26,8.13,466,5.88,27.6,155
107,30,8.66,38.2,9.82,6.26,8.13,466,5.88,27.6,155
67.3,25,8.43,16,12.5,12,28.9,594,10,27.6,1.27
73,37.9,43.3,68.5,11.5,21.3,48.7,1104,8.43,20.9,1
211,88.2,5.88,205,17.9,26.4,34,305,14.9,41,11.8
78.4,25.9,1,264,44.5,17.3,28.9,509,11.7,16.5,3.68
31.3,21.3,10.3,33.1,81.3,16.1,23.5,588,21.3,41.8,21.3
63.8,51.4,9.06,13.3,8.2,14.9,24.6,523,26.2,40.7,18.8
37.5,10.3,11.7,51.9,15.8,5.05,26.4,53.8,5.88,8.51,6.67
40.3,19.6,6.73,311,92.2,5.38,9.56,588,16,38.5,11.2
81.3,16.7,7.04,141,33.7,7.99,11.8,730,37.2,58.8,17.2
102,32.5,5.78,297,29.4,2.46,13.1,41,15.3,24.6,19.3
56.7,23.7,8.82,69.8,16.4,18.6,44.5,1310,8.82,13.9,7.1
10,10.2,11.7,21.9,17.8,32.2,52.8,1176,49.6,121,32.8
24.1,28.1,22.7,94.7,36.8,17.9,33.7,400,25.9,55.2,31.1
41.4,28.9,15.3,30.2,13,18.6,41,557,4.87,27.1,71.7
73,28.6,14.1,23.3,3.43,379,730,3854,14.9,33.7,16.5
27.4,19.8,25.5,528,93.1,20.9,37.5,385,3.55,16,106
8.66,20.9,9.73,14.7,35.5,10,16.1,528,2.64,42.9,75.7
27.9,17.5,5.62,10.5,36.8,33.1,44.5,632,16.3,26.4,13
89,77.7,14.9,25.3,34.6,11.8,22.9,441,1,8.51,9.65
16.7,5.38,1.01,11.8,20.4,16,25.3,274,19.5,21.1,13.8
85.1,22.9,48.7,69.2,12.2,11.1,23.3,649,21.3,58.3,10.6
53.8,14.7,31.9,46.1,13.6,21.9,51.4,914,10.4,20.2,7.3
73.7,34.9,19.3,85.1,47.4,8.98,20.7,538,24.1,30.5,17
38.2,15.8,5.67,136,18.1,33.1,69.2,379,22.9,71,43.3
50.9,28.1,6.26,235,14.5,5.05,13.7,644,26.7,42.9,20.9
80.6,36.8,6.92,98.2,17.6,13.6,21.3,626,11.3,42.2,153
58.8,31.9,4.07,14.2,3.96,7.64,11.2,231,16.3,39.2,17.5
47,44.9,11.1,13.9,37.9,24.8,20,547,18.3,44.5,17.8
53.8,25.5,2.89,183,29.7,10.1,17,692,8.82,6.61,8.58
66.1,22.3,4.49,161,33.4,34,53.3,343,16.1,39.6,18.8
120,48.3,13.9,10.6,11.3,6.67,25.3,429,3.75,45.3,233
30,9.31,18.6,19.3,13.5,8.13,33.1,466,6.26,34,107
69.8,28.6,2.11,181,28.6,14.2,47.8,730,25.5,42.6,22.7
31.6,16.8,6.61,3.52,5.67,16.4,39.6,1009,2.19,23.9,112
25.9,19.3,13.5,20,5.05,15.4,33.1,757,27.9,56.2,13.8
73.7,27.6,11.3,25.7,26.7,18.1,28.9,233,4.29,27.6,125
111,38.2,10.5,12.6,9.82,36.8,64.9,1596,19.3,19.6,8.2
46.6,18.3,33.7,65.5,4.87,21.1,35.2,429,15,37.5,21.7
86.6,24.1,4.57,15.8,18.8,30.8,56.2,737,11.4,17.8,3.72
106,39.2,2.74,155,7.37,17,34.6,557,27.4,55.7,46.6
136,71,15.1,17,4.78,16.8,31.6,396,20,40.7,12.5
73,20.5,16.5,8.98,5.78,14.9,34.3,271,3.49,2.35,7.5
64.4,31.1,7.91,246,51.4,22.1,37.2,385,21.5,28.9,17.9
12.6,20.5,10.8,227,28.9,13,25.5,514,14.6,20.2,19.3
27.6,21.1,22.3,20.7,31.9,6.1,28.4,679,9.39,50,98.2
37.2,19.5,16.8,16.8,1.68,17.5,31.1,538,20.7,46.6,14.3
64.4,24.8,91.4,188,50.5,1.96,13.8,523,4.26,22.5,122
42.6,24.1,6.1,20.4,49.6,4.66,13.3,466,14.7,14.1,1.65
106,35.5,15,18.6,9.56,8.2,20.7,679,24.4,47,13.2
12.6,26.2,11.1,63.8,28.4,11.4,62.6,457,18.6,94.7,514
8.66,20.9,9.73,14.7,35.5,10,16.1,528,2.64,42.9,75.7
105,58.3,68.5,215,20.7,2.5,30,820,9.14,13.9,1.83
37.5,31.1,16.3,17.5,5.99,5.33,11,328,21.7,34.6,11.9
33.4,15.7,2.62,271,33.4,8.58,16.7,509,12.1,25.9,20.9
8.74,19.8,8.43,56.2,29.7,15.3,19.1,429,37.9,67.9,27.6
58.8,28.1,18.9,38.9,43.7,4.96,17.8,562,26.9,57.3,20.9
165,37.5,16.7,72.3,27.1,14.1,20.2,244,15.3,15.1,1.89
20.7,22.7,21.7,21.7,14.6,9.65,45.7,1104,5.28,43.3,205
44.5,22.1,4.87,12.1,12,2.69,20.4,685,17.6,16.5,13.6
37.9,19.6,1,184,24.8,19.3,30.8,588,20.4,28.6,26.2
125,61,23.1,41.4,10.5,8.98,61,874,13.9,15.7,2.97
9.82,7.43,6.73,13.8,46.6,30.8,42.6,466,15.1,24.1,12
41.8,20.2,9.47,149,41.4,34.9,75.7,1241,3.08,24.8,25.5
24.8,9.65,6.67,246,30.5,2.97,24.1,352,37.2,41.8,7.64
81.3,32.5,7.64,35.9,3.65,9.22,17.5,400,47,70.4,27.6
41,17.5,8.66,46.1,35.9,3.96,13.9,418,21.1,38.5,12.9
41.8,23.9,4.53,14.5,32.2,12.3,24.1,441,17.9,29.2,12.4
67.9,31.3,9.56,91.4,23.5,51.9,82.8,2207,24.1,43.7,8.98
133,52.8,4.41,93.1,31.6,2.27,11.3,956,18.1,25,6.1
75,24.8,9.91,16.5,88.2,15.8,31.1,429,1.72,2.64,2.71
21.7,8.2,9.31,17.5,63.2,7.43,15.7,429,7.3,17.6,58.8
69.8,28.6,2.11,181,28.6,14.2,47.8,730,25.5,42.6,22.7
19.1,9.82,2.21,5,12.5,3.72,20.2,1731,2.59,30.8,141
60.4,16.5,9.39,155,22.7,19.3,62.1,567,17,23.7,13.2
44.5,20.7,24.1,186,45.7,13.6,29.7,461,15.7,36.2,12.4
95.6,49.1,4.41,141,10.8,9.91,20.5,519,20,44.5,15.5
31.1,15.1,66.7,63.8,16.4,26.7,34.3,400,12.7,16.1,10.8
34.3,16.4,16.1,21.5,5.78,25.7,45.7,433,13.5,32.2,18.4
45.7,15.4,8.98,124,22.1,4.18,8.66,661,11.7,17.5,8.43
67.9,40,5.38,13.8,63.2,2.07,15.1,723,17.6,40.7,17.6
47.4,22.5,1.91,229,23.1,11,27.4,573,13.2,40.3,17.8
14.6,28.9,10.6,87.4,22.7,29.4,47,365,13.8,11.7,8.35
16,7.77,1,239,30.2,11.7,20.4,562,1.36,1.27,1.06
34,10.8,79.1,165,16.5,5.83,17.3,267,20.5,60.4,93.1
40.7,25,23.9,264,58.8,15.8,33.7,638,20.9,35.9,9.22
35.9,16.1,10.6,8.35,11.2,22.9,33.1,154,21.5,40.3,14.3
91.4,104,38.9,70.4,26.2,33.7,62.6,956,11.4,23.7,10.7
65.5,29.7,7.37,127,20.7,13,32.2,626,24.4,48.3,24.4
21.5,18.1,7.3,34.9,15.7,9.47,14.2,644,3.55,16.3,33.1
105,40.3,11.3,18.4,13.9,14.7,27.1,359,28.4,30.5,7.17
20.9,8.2,13.8,15,8.58,18.9,31.9,346,16.5,19.3,1.43
