"praf","pmek","plcg","pip2","pip3","p44.42","pakts473","pka","pkc","p38","pjnk"
52.8,86.6,7.3,27.6,42.9,2.84,46.1,104,1.14,20.7,4.14
221,328,30.2,46.6,16.3,2.81,28.6,69.2,1,25.7,8.74
117,151,14.7,77.7,23.3,2.53,32.2,85.1,2.02,12.5,7.57
34.6,41,35.5,178,57.3,15.3,62.1,1055,2.09,18.4,8.82
131,200,14.6,16.1,12.3,12,191,1731,2.48,20.7,9.82
160,255,36.8,83.5,24.8,4.1,30.8,191,2.21,27.4,7.77
93.1,138,9.31,362,89.8,4.57,62.6,191,2.89,34,9.39
170,253,15.4,15.8,9.39,10.1,57.8,1778,1.39,31.6,13.2
193,289,20.9,70.4,38.2,7.91,67.9,294,11.2,40,22.5
1433,2072,8.13,30.8,79.1,4.87,20.9,163,1.09,8.51,7.3
56.7,47.4,13.6,141,46.6,1.76,44.5,161,1.89,34.3,12.4
71.7,115,25,36.8,10.5,3.08,71.7,259,1,15.5,7.7
87.4,94.7,9.91,60.4,18.4,2.21,67.3,165,1,15.7,10.9
52.8,73,11.2,89.8,15.4,1,20.7,77.7,1.5,6.38,7.5
63.2,79.9,22.7,83.5,42.6,9.65,93.1,1747,1.3,31.1,7.43
29.2,22.1,3.34,1.76,18.3,20.5,58.8,898,1,27.9,8.28
67.3,106,14.5,22.9,15.4,20.5,71.7,882,5.19,16.4,7.37
1155,1700,5.57,155,13.9,4.22,52.8,1655,2.37,16,5.42
343,599,16.3,53.3,13.9,1.7,32.5,137,3.92,27.6,3.25
649,1027,17,47.4,17.5,1,56.7,146,20.4,47,9.82
874,1298,15,10.4,16.5,1.15,15.4,86.6,2.44,40,13.5
750,1144,12.6,14.5,11.4,12.4,47.4,939,11,20.7,8.66
93.9,145,11.8,410,62.6,4.96,91.4,223,33.1,79.9,20.9
64.9,85.1,11.4,106,36.2,2.23,145,253,1,11.2,3.43
418,578,16.7,32.5,5.57,12.1,173,1670,9.14,64.4,7.1
170,239,6.92,67.3,11,16,63.2,1486,57.3,139,33.7
170,286,19.3,3.02,21.3,2.09,25.7,54.7,1.31,30,16.3
1275,1843,19.5,153,23.3,1,79.1,271,1,25.7,5.47
365,673,63.8,139,23.5,2.69,59.9,184,1,46.1,7.3
914,1298,11.1,46.6,10.9,4.14,38.9,149,1.76,30.8,6.21
42.9,34.3,117,219,59.9,3.31,30.5,91.4,15.4,32.8,195
567,806,18.8,41,18.6,1.13,31.6,115,4.49,22.3,12.3
227,340,10.2,22.1,3.65,1,33.1,31.9,1.96,24.6,6.1
1928,2690,17.2,379,175,2.94,21.3,68.5,1.58,22.1,2.97
87.4,94.7,9.91,60.4,18.4,2.21,67.3,165,1,15.7,10.9
231,352,20,106,34,1.24,37.5,93.1,4.7,28.4,106
130,155,41,67.9,18.1,7.99,33.7,111,2.11,15.7,3.96
615,982,28.9,44.5,31.3,9.56,191,1670,1.18,7.37,7.64
63.2,86.6,14.2,13.6,7.43,1.11,22.7,67.3,5.28,31.3,15.7
365,528,10.4,26.7,24.1,4.57,41,1700,1,28.6,7.43
557,947,7.7,18.6,36.5,5.19,64.9,138,2.05,20,12.4
231,269,24.8,22.7,41.4,1.45,11.8,78.4,8.2,32.8,9.14
24.4,18.4,3.68,1.67,12.2,8.13,32.5,179,2.09,18.8,3.43
168,269,10.6,161,19.3,1.98,49.1,178,1.25,12.1,5.42
757,1124,17.9,13.5,4.7,4.29,29.2,132,5.42,44.9,13.3
250,362,19.6,85.1,27.4,23.7,82,1596,4.1,55.7,9.91
204,308,22.7,33.7,14.1,26.7,96.5,882,7.5,31.1,11.1
146,191,22.9,24.8,9.73,20.2,64.9,1114,1,28.4,17.8
523,813,16.3,30.8,18.9,3.19,22.9,64.4,1.11,19.3,3.75
250,362,19.6,85.1,27.4,23.7,82,1596,4.1,55.7,9.91
253,359,15.5,20.7,34.3,4.03,93.1,267,1,33.4,7.37
186,302,1,271,16.3,6.98,44.5,449,1.57,17.6,6.1
523,828,13.2,73.7,15.4,1,119,279,1.2,37.9,6.73
231,269,24.8,22.7,41.4,1.45,11.8,78.4,8.2,32.8,9.14
1877,2690,23.1,27.6,4.74,9.22,77.7,322,1,22.9,14.1
349,533,18.1,17.6,12,6.15,46.1,149,6.92,29.4,167
173,244,22.1,18.9,17.6,1,48.3,98.2,2.89,18.6,13
217,191,48.7,56.2,18.8,17.6,170,991,1,26.7,10.7
157,231,18.8,15.7,15,25.5,97.3,757,3.05,10,7.84
422,655,2.35,466,42.9,23.9,92.2,2813,1.65,31.6,6.79
294,400,53.8,80.6,21.9,1,27.6,73,8.82,50,16.4
1275,1827,8.74,16,5.52,4.87,39.6,100,23.1,56.2,15.8
74.3,89,30.8,50.5,61,3.49,95.6,300,14.3,39.2,18.8
150,239,9.47,89.8,20.2,36.2,147,2690,1.78,27.4,12.9
2329,3278,11.2,44.5,17.3,1,30.8,37.5,1,21.9,15
213,340,12.4,78.4,22.7,1.18,40,178,3.02,32.2,11
305,478,25.9,34,4.41,1.43,35.2,54.7,1,34.9,10.6
114,160,11.8,32.2,13.6,3.82,38.2,119,7.23,44.9,15.8
75.7,111,14.3,79.9,23.3,3.82,42.9,204,18.6,49.1,15.8
244,359,23.9,22.7,14.5,2.19,44.5,193,10.5,30.2,34
85.8,124,16.4,53.8,26.4,5.78,96.5,276,4.18,17.9,69.2
1065,1526,117,281,93.9,3.16,22.5,110,45.7,74.3,21.1
292,400,19.8,57.3,44.1,23.5,172,1027,1,18.6,1.96
39.2,38.2,9.06,80.6,25,1.47,66.1,195,1.89,50.9,1
922,1382,13.3,17.3,8.43,3.34,50.5,160,1,59.9,5.42
1554,2371,12.6,183,20.2,2.55,82.8,233,1,26.4,7.17
599,828,3.72,25.7,16.8,16.3,196,143,3.34,24.1,13.3
193,311,10.3,28.9,77,42.6,337,2864,1.13,31.3,5.94
1084,1540,23.1,60.4,50,1.79,43.7,57.3,3.65,40.7,8.74
843,1241,47.8,95.6,11.4,1.37,83.5,269,1.53,37.9,7.04
313,509,9.47,34.9,30.2,1.73,33.4,70.4,1.08,23.5,4.29
209,311,6.79,49.6,19.3,16.5,178,191,3.75,31.1,21.7
188,255,41.4,85.8,23.7,1.42,26.4,75,1,19.3,9.39
235,334,10.4,61,11.3,1,70.4,241,1,9.56,12.1
32.5,40.3,8.13,161,52.8,1.37,71,235,2.97,17.9,4.45
91.4,133,11.7,112,39.6,1,28.1,77,19.8,55.7,17.9
1582,2308,45.7,48.7,11.8,2.37,77.7,259,7.37,40.7,5.05
1124,1554,13,83.5,41.4,1,53.3,94.7,4.29,34.3,14.9
349,441,50,328,79.1,2.02,28.1,58.3,1,15.5,4.07
27.6,54.2,26.7,71,34.9,1.35,80.6,227,49.6,84.3,36.2
478,723,18.4,21.3,1,12.4,91.4,2503,1.73,39.6,12.5
835,1208,10.8,15.4,7.64,23.9,70.4,982,28.6,50.5,18.3
227,322,9.14,20.4,13.5,1.76,62.1,158,1.98,23.7,12.4
297,505,19.6,52.3,32.2,44.5,109,1370,2.92,24.4,8.58
86.6,81.3,89,246,111,1,33.7,80.6,11.4,35.2,71.7
27.6,10.7,17,17.5,8.74,1,31.3,53.8,2.33,43.3,4.03
661,1037,10.3,77.7,14.1,1.54,20.5,60.4,3.43,18.1,4.91
673,1055,19.8,22.3,8.82,1.24,26.4,33.7,1.41,40.7,1
1472,2072,34.9,28.9,19.6,7.7,49.6,2308,10.7,40.3,68.5
207,294,15.4,21.3,5.88,5.28,186,474,1.42,26.2,4.87
49.6,46.1,11.4,15,5,18.1,175,1197,1,20.4,10
276,433,11.5,16.8,8.58,1.35,26.9,124,1,28.9,120
131,184,10.6,10.8,1.63,2.79,34,111,2.33,17,2.46
77,114,14.1,27.1,15.7,3.16,50,2503,1.75,17.2,1
372,599,10.9,107,17.9,1,36.5,79.1,4.87,30.8,9.91
322,500,15.5,23.5,9.06,1.83,38.2,36.8,1,23.7,9.65
50.9,61,41,109,15,2.25,56.7,1596,37.2,54.2,28.4
931,1310,12.5,23.7,1.3,5.09,44.5,85.1,1.64,14.3,10.4
82.8,103,17.5,19.6,11,6.79,53.3,2148,28.4,66.7,103
213,302,16.5,16.4,48.3,1,38.5,98.2,1,19.3,3.85
316,461,4.91,73.7,24.6,4.7,30.5,2017,25.9,49.6,15.8
196,281,13.9,39.6,17,1,27.1,87.4,1,26.2,9.47
422,655,2.35,466,42.9,23.9,92.2,2813,1.65,31.6,6.79
74.3,120,19.1,115,15,1.18,42.2,118,1,22.9,11.3
292,457,43.7,334,92.2,2.94,69.2,227,1.3,13.9,4.07
100,178,17.8,165,24.8,1,82,191,1.17,40.7,7.57
302,461,8.06,14.5,1,1,41.8,124,1.73,9.82,2.44
65.5,73,23.3,32.2,16,2.86,62.6,117,1,26.2,7.99
181,271,25.9,135,48.3,6.92,121,385,44.1,111,50.5
257,410,6.98,21.5,48.3,1,38.5,54.7,20.2,52.3,27.1
111,168,14.7,7.99,7.77,1,20.4,45.3,1,10.2,5.19
509,799,28.1,31.3,20.9,25.5,139,2393,1.01,21.7,8.43
119,157,13.5,121,40.3,2.69,48.7,172,12.2,29.2,38.5
160,229,15.8,48.7,4.83,1,55.7,179,21.7,52.8,20.5
153,225,14.5,12.5,11.5,1,31.1,30.5,1,26.7,5.94
181,279,4.61,281,50.9,5.23,50.9,215,1.72,28.1,13
297,403,5.78,22.9,7.3,3.37,109,328,3.65,22.7,6.15
90.6,122,60.4,137,12.5,3.4,102,319,2.04,10.2,4.45
87.4,167,25.5,379,66.7,1,45.7,57.8,33.1,57.8,43.3
193,136,9.91,198,35.2,3.59,47,204,2.59,33.7,5.62
542,813,14.6,18.1,18.3,4.45,127,1843,3.92,15.7,4.61
2714,3889,13.9,94.7,40,1.79,195,414,9.39,41.8,24.6
154,189,5.47,26.4,20.9,12.4,109,1433,2.15,53.8,11
109,176,15.8,973,98.2,3.28,57.3,279,37.9,67.3,4.61
1877,2690,23.1,27.6,4.74,9.22,77.7,322,1,22.9,14.1
365,533,16.1,50.5,23.7,3.89,70.4,186,1,10,3.08
22.9,35.5,16.5,21.1,23.3,1,67.9,189,2.31,35.5,12
1155,1700,5.57,155,13.9,4.22,52.8,1655,2.37,16,5.42
170,253,15.4,15.8,9.39,10.1,57.8,1778,1.39,31.6,13.2
125,184,2.33,5.14,5.57,3.34,47.4,146,1,26.7,5.88
56.2,56.7,11.9,120,31.3,1,57.3,163,3.4,13.9,12.9
59.9,98.2,6.38,47.4,20.7,4.57,41,1176,1.05,32.2,8.51
107,90.6,9.56,64.4,30.5,1,58.8,173,2.39,14.6,4.83
202,271,10.2,31.9,41.4,1.88,73.7,292,2.55,25,6.85
52.8,73,11.2,89.8,15.4,1,20.7,77.7,1.5,6.38,7.5
478,770,15.4,85.8,22.1,1.47,84.3,328,1.08,22.1,4.96
84.3,142,9.65,142,8.35,1.45,126,352,3.65,29.2,111
777,1241,7.5,84.3,13.8,13.3,69.8,1843,6.15,21.9,7.91
77,114,14.1,27.1,15.7,3.16,50,2503,1.75,17.2,1
99.1,158,20,18.3,3.55,39.6,133,4614,1,13.2,1
213,308,15.3,52.8,33.1,1,19.5,151,8.2,55.2,31.1
101,300,22.7,13,10.9,1.43,15.4,62.6,2.92,19.1,16.4
179,255,18.9,20.4,9.39,1.29,43.7,44.5,5.67,42.6,102
188,255,41.4,85.8,23.7,1.42,26.4,75,1,19.3,9.39
385,578,8.13,155,45.7,3.79,133,414,3.59,24.4,4.22
154,189,5.47,26.4,20.9,12.4,109,1433,2.15,53.8,11
178,289,8.13,231,31.6,20,64.4,965,1.03,23.7,6.49
106,113,12.3,71,40,1,25.5,46.1,1,15.1,5.42
64.4,79.1,21.1,33.4,5.67,2.35,47.4,71,4.96,17.8,9.14
147,235,6.61,22.3,47,2.07,47.4,151,1.2,12.6,4.74
365,542,3.59,21.3,34.3,10.8,126,445,1.23,21.9,8.82
1046,1486,18.9,18.1,15.5,1.86,31.3,113,1,17.6,6.98
547,906,26.9,319,50.9,1.24,124,340,9.91,34,20.2
153,235,37.9,146,43.3,4.1,198,533,1.51,17,2.84
150,239,9.47,89.8,20.2,36.2,147,2690,1.78,27.4,12.9
710,1084,13.6,13.2,1.01,4.96,13.2,29.2,1,25.5,12.1
165,246,13.6,8.06,15.8,1,28.4,136,1,24.4,4.18
47.4,59.9,38.9,375,57.8,2.48,67.3,178,3.89,26.7,10.9
313,509,9.47,34.9,30.2,1.73,33.4,70.4,1.08,23.5,4.29
519,764,13.8,53.3,28.9,1.11,48.3,84.3,12.6,55.7,31.3
76.4,125,7.37,163,15.7,3,47.8,142,1,24.8,5.47
422,655,2.35,466,42.9,23.9,92.2,2813,1.65,31.6,6.79
375,588,13.6,18.4,16.1,1.15,77,198,18.9,57.8,19.1
300,445,18.4,16.7,12.6,25.9,158,1715,17.6,51.4,20.5
64.9,85.1,11.4,106,36.2,2.23,145,253,1,11.2,3.43
632,843,25,88.2,59.9,12,55.2,1747,1,61.5,13.6
1055,1625,10.3,35.5,64.9,4.61,29.4,29.2,1.2,32.5,4.61
55.2,32.2,1.96,300,30.8,5.14,91.4,791,10.6,31.9,18.3
368,538,19.3,40.7,14.2,3.08,62.1,1554,1,19.1,7.43
542,777,15.7,25.9,17.9,1.46,52.3,138,1,31.6,14.6
588,914,8.35,117,30.2,2.15,27.4,150,36.2,73,29.7
223,365,10.8,31.6,35.2,1.73,37.2,143,4.18,15.8,1.88
49.6,46.1,11.4,15,5,18.1,175,1197,1,20.4,10
1252,1747,7.57,7.17,33.7,3.96,69.2,196,1.31,27.1,2.46
229,294,10.8,35.5,29.7,6.85,24.6,67.3,1.3,29.7,7.77
382,588,22.1,27.6,5.73,10.6,119,1611,1,32.8,4.29
90.6,104,3.96,10.9,17.8,51.9,213,7041,1,16.8,9.22
229,325,13.7,82.8,21.5,4.29,18.6,62.1,2.79,30.2,1
59.4,63.2,28.6,61.5,27.9,1.53,37.2,139,23.5,53.8,21.9
1252,1762,13.8,66.1,15.5,3.89,165,573,2.67,36.8,6.15
621,1065,16.4,36.2,20.7,6.49,59.4,1894,20.9,58.8,28.9
87.4,167,25.5,379,66.7,1,45.7,57.8,33.1,57.8,43.3
131,184,10.6,10.8,1.63,2.79,34,111,2.33,17,2.46
241,319,11.8,123,44.1,7.77,47.4,1334,3,52.3,20.9
63.2,86.6,14.2,13.6,7.43,1.11,22.7,67.3,5.28,31.3,15.7
2714,3889,13.9,94.7,40,1.79,195,414,9.39,41.8,24.6
389,588,11.1,82,13.6,29.4,119,4105,1,31.6,7.84
30.5,30.5,16.5,20,3.16,1.65,27.1,828,4.45,31.9,59.4
164,213,15.8,552,66.1,1,25.7,90.6,5.33,77.7,175
297,437,7.7,18.4,17.6,23.7,77.7,973,1,44.9,12.7
139,189,2.5,457,32.2,1.6,105,403,1.7,32.2,9.91
183,267,13.3,16.7,2.41,1.15,28.9,88.2,1,18.9,1.14
679,982,9.39,131,8.28,9.56,73,255,3.43,36.2,2.53
50.9,61,41,109,15,2.25,56.7,1596,37.2,54.2,28.4
410,562,17.3,21.5,12.9,1,69.2,149,1.55,22.7,10.5
843,1241,47.8,95.6,11.4,1.37,83.5,269,1.53,37.9,7.04
365,552,21.7,41.8,30.2,2.67,10.2,100,1.32,33.4,10.3
157,223,22.7,217,71.7,1.58,59.4,114,1.22,19.3,10.5
225,305,33.7,58.3,30.8,7.3,56.7,1731,2.48,9.39,8.9
202,271,10.2,31.9,41.4,1.88,73.7,292,2.55,25,6.85
276,396,12.9,19.3,6.67,1.51,108,281,1.24,24.1,9.91
59.9,98.2,6.38,47.4,20.7,4.57,41,1176,1.05,32.2,8.51
160,255,36.8,83.5,24.8,4.1,30.8,191,2.21,27.4,7.77
49.6,54.7,27.1,337,38.2,4.91,47.8,1027,2.02,12.2,8.2
1526,2227,30,52.8,70.4,18.6,46.1,1176,21.7,72.3,42.2
349,441,50,328,79.1,2.02,28.1,58.3,1,15.5,4.07
300,445,18.4,16.7,12.6,25.9,158,1715,17.6,51.4,20.5
437,632,32.2,53.3,15.3,2.5,32.8,262,10,31.3,12.6
1165,1731,30.8,42.2,22.7,4.57,34.3,209,3.4,20.7,3.68
103,186,8.2,189,24.8,4.33,22.3,77,1,31.3,12.3
422,615,8.74,76.4,25.9,7.1,51.4,835,2.15,3.59,12.4
114,160,11.8,32.2,13.6,3.82,38.2,119,7.23,44.9,15.8
322,478,13.6,15.7,4.57,1,25.9,66.1,1,28.6,10
297,505,19.6,52.3,32.2,44.5,109,1370,2.92,24.4,8.58
931,1395,42.2,133,313,1.18,122,183,1.04,32.5,3.16
225,340,13.8,56.7,36.8,2.13,58.3,255,2.04,29.4,1.95
173,297,9.39,17.9,8.51,6.21,71,319,1.35,18.6,3.65
1208,1685,15.7,13.7,13.8,8.06,50.5,1395,2.04,25,77
89,146,12,30.5,6.79,1,58.3,223,4.74,15.3,7.7
196,281,13.9,39.6,17,1,27.1,87.4,1,26.2,9.47
137,183,7.99,4.03,10.1,1.24,12.2,85.1,3.08,21.3,76.4
225,368,4,20.5,8.51,2.23,65.5,255,8.66,34.9,5.67
147,176,11.2,34.9,36.8,6.21,54.2,1459,16.3,55.7,32.2
225,294,13.2,23.5,6.79,4.07,155,519,2.11,16.3,1.01
55.2,32.2,1.96,300,30.8,5.14,91.4,791,10.6,31.9,18.3
59.4,77,10.5,16,26.2,2.67,15.7,55.2,1.91,40.3,8.51
127,172,17.9,56.7,20.9,7.7,36.8,1018,1,26.4,10.2
246,352,10.6,17,18.4,1,27.4,48.7,11.2,46.6,147
35.9,35.2,23.1,95.6,32.5,3.11,75,289,3.43,25.3,8.9
122,181,19.5,9.65,2.07,1.54,45.7,96.5,6.1,23.7,4.1
225,359,17.8,15.3,5.38,31.1,85.1,1055,1.96,18.9,1.05
213,331,3.62,289,59.9,1,28.6,55.2,1.33,8.66,6.26
813,1208,14.2,72.3,27.6,3.34,75.7,233,2.46,11.5,5.33
211,286,19.3,27.4,2.62,1,33.7,146,1.51,48.3,12.5
292,422,18.6,120,59.9,3.16,119,248,3.96,31.9,11.5
231,343,16.3,59.4,20.5,2.97,30,124,2.67,22.9,3.82
791,1197,47,13,26.9,1.61,28.6,53.3,44.5,88.2,25
157,223,22.7,217,71.7,1.58,59.4,114,1.22,19.3,10.5
710,1027,14.7,11.2,6.1,1.13,51.9,157,1,22.1,5.78
365,673,63.8,139,23.5,2.69,59.9,184,1,46.1,7.3
244,352,8.43,108,25,2.02,59.4,213,1.86,21.1,2.84
487,723,10.7,40.3,30.5,1,89,163,1.07,36.2,10.5
74.3,89,30.8,50.5,61,3.49,95.6,300,14.3,39.2,18.8
34.6,41,35.5,178,57.3,15.3,62.1,1055,2.09,18.4,8.82
227,334,21.7,35.5,14.1,3.92,120,269,9.06,55.2,17
1928,2788,8.58,131,46.1,1,22.9,78.4,1.88,38.9,2.17
111,143,8.35,16.1,39.6,10.2,58.8,1963,82.8,112,25.9
284,400,19.5,31.9,3.59,1.07,62.1,191,1,12.1,15.7
221,328,30.2,46.6,16.3,2.81,28.6,69.2,1,25.7,8.74
533,813,5.94,12.4,20.5,1,32.2,65.5,1.5,20.4,2.33
213,331,3.62,289,59.9,1,28.6,55.2,1.33,8.66,6.26
372,599,10.9,107,17.9,1,36.5,79.1,4.87,30.8,9.91
255,365,18.1,13.7,15,7.23,75.7,2267,2.69,21.5,13.3
235,334,10.4,61,11.3,1,70.4,241,1,9.56,12.1
235,362,2.97,23.3,33.4,1,42.9,61,1.53,23.1,7.1
91.4,133,11.7,112,39.6,1,28.1,77,19.8,55.7,17.9
153,231,13.7,20.7,31.6,2.25,76.4,274,1.13,19.5,3.4
193,308,14.7,46.1,21.3,2.37,16.1,62.6,19.8,44.1,18.3
292,422,13.3,25.3,5.33,1,176,300,3.59,29.4,85.1
49.6,49.6,13.8,63.8,19.5,27.9,100,1472,1.64,35.2,9.65
621,965,28.1,91.4,36.8,3.96,19.5,89,2.21,16,3.85
181,271,13.8,9.56,20.2,16,204,4491,2.5,31.3,67.9
231,343,16.3,59.4,20.5,2.97,30,124,2.67,22.9,3.82
1241,1794,11.3,78.4,19.5,1.79,15,30.8,3.22,21.7,8.66
77,94.7,11,16.7,32.8,1,39.6,60.4,1.08,30.8,8.13
308,547,15.7,56.7,30,2.09,30.5,167,1,13.1,1.88
49.1,103,21.3,15.4,5.28,26.9,75.7,1065,4.33,44.9,7.99
