"praf","pmek","plcg","pip2","pip3","p44.42","pakts473","pka","pkc","p38","pjnk"
25.7,7.84,41.4,29.4,25.5,17.6,28.6,331,14.5,27.6,13.8
61.5,17.2,17.8,10.1,16.7,14.9,33.1,542,11.1,20.9,154
18.8,10.3,29.2,262,61.5,36.5,52.3,305,23.1,36.2,15.1
31.9,22.1,20.9,145,26.2,12.7,20.7,334,15.7,35.2,12
33.1,28.9,26.7,22.9,4.66,18.9,41.8,509,13.3,21.3,11.4
70.4,30,20.4,17.3,13.7,19.1,36.8,349,17,53.3,22.3
65.5,38.5,20.4,133,37.2,59.9,110,1358,2.74,13.9,98.2
42.6,15.7,53.3,62.6,16.5,3.79,10.3,552,6.98,44.9,271
117,49.1,1,396,33.1,12.2,27.9,547,2.39,22.1,98.2
17.6,11.4,32.5,94.7,117,23.7,36.5,355,9.82,23.1,18.9
64.4,29.7,13.7,33.4,8.58,7.7,23.1,1252,12.6,25.3,1.11
39.2,13.2,35.2,26.4,59.4,45.3,72.3,813,12.1,27.6,10.2
69.2,28.6,4.57,389,45.3,1.81,14.5,204,22.7,38.2,10.4
62.6,33.7,8.58,37.2,44.9,5,4.29,400,24.6,45.3,28.6
60.4,12.7,17.3,175,22.3,12.7,31.1,319,3.65,23.3,55.7
62.6,37.5,61,155,21.7,12.9,14.1,375,23.1,47,26.2
31.9,23.9,7.57,40.3,19.1,56.2,93.9,1625,10.7,18.4,10.3
89.8,31.3,18.8,22.5,8.74,25,37.5,426,29.7,60.4,24.1
70.4,25.3,12.3,145,21.1,4.53,24.6,255,4.83,18.8,51.9
80.6,25.5,11.8,96.5,9.65,2.76,18.6,13.3,20.2,40,17
31.1,23.9,1,843,82.8,16.4,30.2,474,8.06,21.7,6.61
11,9.31,7.43,126,24.1,15.5,26.2,594,18.9,44.1,22.7
79.9,20.4,24.1,22.5,20,8.82,24.1,466,19.1,34.9,6.15
52.3,32.5,12.4,50.9,22.3,18.1,32.8,352,8.06,28.9,4.83
50,31.6,6.67,11.3,14.9,14.7,113,181,17.5,28.6,9.22
10.8,5.33,23.9,49.1,12.9,11,22.9,483,2.35,21.1,85.8
42.9,23.1,4.14,200,16.7,19.1,45.3,1252,25.7,27.9,17.9
113,45.7,10.8,154,58.3,13.1,21.5,337,5.47,20,9.39
10.9,6.38,16.7,145,33.4,8.58,11,305,1.6,13.8,62.6
72.3,38.9,1,547,11.2,3.68,13.7,343,15.3,40,18.3
82,55.7,26.9,96.5,13.3,5.42,12.5,449,5.99,15.8,1
40.7,24.6,61,120,22.9,23.5,50.5,717,45.7,85.8,39.6
32.2,14.9,13.7,12.9,15.5,9.06,21.5,528,9.91,23.3,95.6
40.7,9.39,23.1,18.6,2.44,6.44,19.5,331,8.58,20,7.99
90.6,27.4,40,97.3,71,10.9,18.9,429,4.45,42.9,80.6
74.3,26.4,13.5,36.5,50,4.26,17.2,70.4,3,14.7,92.2
69.8,20.4,19.8,18.4,6.26,10.4,25,500,22.7,48.3,59.4
48.3,12.3,24.1,17.3,1,1.55,19.5,42.9,21.1,34.3,18.6
59.4,39.6,18.9,14.1,16,7.3,23.3,168,31.3,50.5,20.2
89.8,52.3,2.81,14.5,49.1,38.2,83.5,750,25.5,41,15
76.4,32.2,22.5,89,16.1,11.4,22.5,478,10.7,20.4,3.49
31.1,23.9,1,843,82.8,16.4,30.2,474,8.06,21.7,6.61
35.2,19.1,28.6,66.1,60.4,2.71,21.1,599,3.19,14.3,90.6
14.3,8.43,11.2,15.4,55.2,9.47,33.4,1104,26.9,44.1,13.6
12.7,12.9,30.5,32.8,19.6,3.37,14.1,385,31.9,59.4,28.1
53.3,24.1,7.57,86.6,20,23.7,45.7,1027,10.7,20.7,10.2
89.8,52.3,2.81,14.5,49.1,38.2,83.5,750,25.5,41,15
79.1,25.5,7.57,93.1,22.1,8.9,19.8,478,20.5,32.8,14.2
35.2,16.1,36.8,47.4,10.5,10.3,14.3,1046,36.8,98.2,62.1
47,17,42.2,71,44.5,10.8,57.3,538,26.9,50,15.3
15,13.2,26.2,28.1,13.5,11.2,44.1,2035,7.17,17.2,12.6
17.6,11.4,32.5,94.7,117,23.7,36.5,355,9.82,23.1,18.9
37.5,16.4,18.6,41,5.19,2571,3555,4491,14.6,36.2,24.4
119,64.4,10.5,53.8,28.6,8.66,33.4,2480,2.97,31.9,78.4
107,36.8,16,38.9,29.2,18.8,28.1,276,1.83,25.5,97.3
39.2,15.8,16.5,22.9,17.3,11,28.9,311,3.75,7.91,8.35
15.3,16.7,21.9,106,40,9.47,22.5,429,33.1,51.4,17.8
43.7,29.2,14.5,17.6,13.1,8.58,12.5,621,34,67.9,28.1
52.8,53.3,3.65,13.6,42.6,36.8,62.6,1000,12.4,23.5,23.7
43.7,13.8,2.21,316,24.6,15,31.3,828,12.3,23.1,11.8
29.4,20.2,7.7,125,27.4,89,150,799,2.71,15.4,49.1
69.8,47,25.5,276,77,32.8,51.4,799,19.6,47.8,16.4
73,30.2,44.9,349,130,13.8,22.9,359,11,29.7,114
37.5,16.4,18.6,41,5.19,2571,3555,4491,14.6,36.2,24.4
31.1,23.9,1,843,82.8,16.4,30.2,474,8.06,21.7,6.61
43.3,22.1,10.8,106,16.1,7.04,13.2,757,5.05,10.7,41.4
117,38.9,26.7,14.3,10.3,15.1,29.2,843,23.1,36.8,15.1
17.6,11.4,32.5,94.7,117,23.7,36.5,355,9.82,23.1,18.9
75,32.2,24.6,20.5,16,21.3,25.5,284,27.6,47.8,30.2
170,86.6,29.7,179,47,29.2,43.3,331,4.18,23.9,93.9
35.2,17.2,26.7,59.4,13.2,4.83,43.7,777,34.3,45.3,16.3
196,163,3.85,311,59.9,22.9,25.3,470,2.15,6.61,2.81
63.8,21.7,15.4,39.2,8.9,100,233,2458,14.1,32.5,14.5
63.8,21.7,22.7,184,36.2,20.5,26.2,359,3.96,19.8,80.6
62.6,19.3,8.51,20.9,39.2,4.49,24.8,474,23.5,48.7,22.5
30,24.8,16.7,79.1,42.2,16.8,33.1,1346,12,30.5,16.8
12.7,10.2,11.5,130,28.6,20,25.7,359,6.21,29.4,27.1
18.8,19.5,25.9,322,51.9,10.5,23.1,365,3.79,10.9,73.7
40,23.7,14.3,19.8,13.7,1.73,5.67,16.8,23.5,42.6,11.5
35.2,16,12.5,157,48.3,15.5,117,1499,28.9,46.1,10.7
14.6,11,8.35,175,32.2,8.35,25.9,965,23.9,35.2,5.19
50,13.8,11.9,13.2,11.3,18.1,27.9,392,56.2,77,1
72.3,26.2,4.03,19.5,46.1,4.57,17.2,655,12.6,27.9,18.4
43.3,21.7,21.7,16,22.5,2.81,12.3,757,8.35,26.4,13
79.1,28.4,7.3,6.73,66.7,27.4,53.3,1655,40,66.1,20.4
66.7,29.2,2.39,10.9,32.2,22.9,32.2,379,14.3,30.8,17.6
70.4,25.3,12.3,145,21.1,4.53,24.6,255,4.83,18.8,51.9
49.1,16.5,13.3,141,25.7,31.1,62.1,710,14.2,27.4,22.1
54.2,46.1,24.6,19.6,22.1,18.6,37.5,346,24.1,42.6,32.5
64.4,18.1,23.7,16.4,3.37,16.3,34,355,9.91,20.9,6.32
71.7,27.4,8.82,18.3,23.1,14.1,27.4,649,3.82,20.2,53.8
164,33.1,5.78,28.6,13.7,16.3,24.1,319,22.5,35.5,12.4
62.6,23.9,24.8,35.5,8.28,9.82,27.1,441,9.73,27.4,53.8
62.6,19.3,8.51,20.9,39.2,4.49,24.8,474,23.5,48.7,22.5
79.9,80.6,4.41,209,19.5,10.5,35.5,422,26.9,40.3,15.3
26.9,19.8,25,20,7.1,13.1,30.2,851,5.94,30,239
53.3,22.5,17.6,15.5,9.91,21.3,34.3,313,23.1,38.9,16.7
160,28.1,7.1,115,16.1,4.96,12.4,1241,2.46,31.3,83.5
67.9,28.4,18.4,255,40.7,119,173,621,6.44,13.1,77
75,21.1,39.2,33.4,2.23,18.1,28.4,302,19.5,36.8,12.6
157,51.9,12.3,21.7,45.3,5.99,45.3,49.1,7.77,10.3,41
25.7,15.3,1,120,23.7,2.69,18.9,10.2,4.96,40.3,221
13.1,1.53,34,66.7,11.1,12.6,24.6,355,1.53,19.3,75.7
78.4,33.1,25.3,27.4,46.6,66.7,164,3220,17.8,29.7,18.3
76.4,32.2,22.5,89,16.1,11.4,22.5,478,10.7,20.4,3.49
40.7,22.3,14.9,38.5,7.04,6.38,29.7,19.6,32.2,64.9,51.9
17.5,15.5,25.9,26.4,14.6,15.4,36.5,217,35.5,77,20
63.8,21.1,7.64,38.2,50,4.41,13.9,461,20.5,31.3,13.2
64.4,18.1,23.7,16.4,3.37,16.3,34,355,9.91,20.9,6.32
79.9,18.9,15.7,80.6,23.7,7.77,15.1,396,20,32.8,18.6
426,255,11.5,58.3,15.8,7.77,16.3,685,5.52,6.44,3.62
89.8,31.3,18.8,22.5,8.74,25,37.5,426,29.7,60.4,24.1
102,50,42.2,78.4,32.8,17,57.3,1114,6.32,18.1,101
114,39.6,14.1,75,33.1,6.73,23.3,737,13.3,35.2,12.7
82,28.1,13.2,79.9,33.4,8.43,17.8,594,29.7,47.8,83.5
4.87,14.5,10.8,195,38.9,20.5,39.6,176,11,22.5,5.88
62.1,18.1,14.9,149,62.1,4.49,20.7,698,44.1,125,57.3
74.3,27.4,16.4,22.7,2,6.26,15.1,457,13.6,24.6,6.55
72.3,27.1,18.4,37.2,25.7,7.3,23.3,1075,7.04,21.3,35.5
38.5,12.7,4.37,22.7,23.7,4.22,10.8,578,1.86,7.37,3.43
47,18.1,16.3,26.4,8.98,19.3,36.2,528,30.5,40.7,10.9
24.6,16,23.7,392,113,16.8,29.2,355,12,47,191
124,33.4,13.5,16.3,17.5,16.1,25,466,9.47,24.1,262
57.3,21.9,38.2,38.5,81.3,5.83,12.9,274,16,21.5,14.9
62.6,23.9,24.8,35.5,8.28,9.82,27.1,441,9.73,27.4,53.8
56.2,26.9,20.5,21.5,10.7,24.4,37.9,316,3.89,14.7,77
18.8,19.5,25.9,322,51.9,10.5,23.1,365,3.79,10.9,73.7
8.9,10.1,10.3,89,29.4,181,355,1731,24.1,42.2,20.7
46.1,27.9,13.9,17,15.5,17.5,39.6,311,8.66,24.4,1.64
95.6,33.1,22.7,47.4,12.9,34.3,44.5,237,5.67,16,82.8
59.4,28.1,18.9,81.3,18.1,79.9,165,2129,8.58,17,7.57
57.3,27.6,14.5,173,37.2,5.57,12.4,604,15.8,37.2,18.8
113,45.7,10.8,154,58.3,13.1,21.5,337,5.47,20,9.39
24.4,15.5,15,114,15.8,16.7,30,1000,13.6,20.5,17.3
21.5,9.73,14.5,91.4,17.8,2.71,16.8,552,6.1,19.3,6.92
42.2,16.8,16.5,163,8.74,12.7,30.5,441,9.91,17.6,17.6
54.2,23.3,9.22,26.7,49.1,17.5,33.4,478,10.9,25,5.28
92.2,16.7,5.62,7.43,27.6,55.2,76.4,784,16,28.6,8.2
47.8,34.9,13.5,21.7,13.9,9.56,19.1,483,1.55,25.3,87.4
41.4,30.5,14.2,126,27.6,20.4,43.7,300,14.2,24.8,22.9
20.5,15,13.9,135,34.9,2.71,27.6,638,18.6,38.2,13.9
17.2,15.1,21.3,22.1,20,20.9,27.9,379,12.7,25.9,3.4
302,325,17.6,25.7,10.7,29.2,38.2,313,10.8,36.5,17.2
53.3,34.6,2.89,1.11,764,8.66,12.7,219,24.6,63.8,137
50,28.1,22.3,28.6,19.3,9.73,39.2,1472,29.7,59.9,22.7
57.3,35.5,15.3,21.7,20.2,19.5,38.5,396,2.62,27.9,8.9
92.2,31.1,18.9,22.3,34.3,13.6,29.4,385,7.23,17.6,7.99
46.6,15,8.51,120,22.3,6.1,20,478,20.9,36.8,9.65
29.4,20.2,7.7,125,27.4,89,150,799,2.71,15.4,49.1
62.6,43.3,26.7,170,28.4,3.75,10.6,389,11.2,18.9,10.9
90.6,49.1,18.1,105,21.5,22.9,31.9,392,15.8,24.1,11.1
56.7,35.9,9.14,30.8,15.4,37.9,105,1625,21.7,30.5,19.8
63.2,37.2,37.9,81.3,39.2,316,621,1472,18.1,30.8,9.73
66.1,28.4,30.8,198,30,10.1,27.6,426,18.1,31.1,10.6
38.9,9.82,32.8,47.4,66.1,14.6,28.9,300,11.3,20.9,4.03
77,20.7,65.5,56.2,33.7,20.9,35.5,414,3.02,14.2,62.6
10.9,6.38,16.7,145,33.4,8.58,11,305,1.6,13.8,62.6
33.1,19.3,9.39,18.4,33.1,27.6,30.2,407,9.56,16,9.91
47.8,19.6,17.5,33.1,82,17.9,35.2,956,22.5,43.3,20
37.9,10.6,17.6,32.2,14.7,14.6,28.4,244,6.79,14.6,66.1
59.9,26.9,20.4,196,69.8,18.6,49.6,947,4.57,18.8,133
47,33.7,22.9,33.7,20.7,18.6,35.5,267,12.9,34.6,13.7
38.5,17.3,25.7,26.4,10.9,29.4,42.6,322,23.3,37.5,19.3
97.3,41.4,27.6,178,48.3,11.3,27.1,528,3.82,14.6,68.5
41.8,12,11.1,28.9,35.9,6.26,22.9,24.4,2.79,15.4,83.5
82,66.1,11.4,17.2,32.8,5.28,12.3,158,25.7,63.2,31.9
107,50,13.6,67.9,23.1,20.9,27.1,331,3.11,12.1,33.7
53.3,34.6,2.89,1.11,764,8.66,12.7,219,24.6,63.8,137
37.5,21.9,7.37,23.3,57.8,8.9,14.3,375,18.4,46.1,35.2
46.1,27.9,13.9,17,15.5,17.5,39.6,311,8.66,24.4,1.64
73,82.8,23.1,13.5,1.29,5.83,11.8,528,13.7,28.6,23.1
12.7,10.2,11.5,130,28.6,20,25.7,359,6.21,29.4,27.1
13.7,13.9,19.8,20.9,16.1,4.74,15.8,63.2,33.1,36.8,2.13
38.5,8.9,11.3,85.8,17.9,12.1,35.9,843,12,28.4,20.9
58.8,34.9,13.3,82.8,38.2,22.5,27.9,379,6.55,18.4,48.7
83.5,48.7,34,107,67.9,17.6,31.1,316,2.05,15,71.7
42.9,22.9,17.3,17.8,21.9,13.1,36.8,710,12.6,24.4,65.5
37.5,16.4,18.6,41,5.19,2571,3555,4491,14.6,36.2,24.4
10.9,6.38,16.7,145,33.4,8.58,11,305,1.6,13.8,62.6
43.7,29.2,14.5,17.6,13.1,8.58,12.5,621,34,67.9,28.1
93.9,35.9,17.6,14.3,13,23.5,40,300,13.2,24.6,13
50.9,24.4,68.5,137,50.9,22.7,40.3,496,42.6,74.3,200
106,55.2,18.4,16.5,10.4,19.1,30,286,4.26,15.7,71.7
73.7,29.4,27.1,188,74.3,13.2,32.2,259,20.9,35.9,9.14
69.8,47,25.5,276,77,32.8,51.4,799,19.6,47.8,16.4
2.97,7.23,14.2,73.7,6.85,17.5,25.5,195,1.76,8.43,75
61,53.3,27.4,32.5,3.72,9.56,25.7,1346,1.42,19.6,79.9
56.7,35.9,9.14,30.8,15.4,37.9,105,1625,21.7,30.5,19.8
35.2,16,12.5,157,48.3,15.5,117,1499,28.9,46.1,10.7
47.4,15,14.6,30.5,17.5,20.2,45.3,466,6.44,24.4,20
25.7,15.3,1,120,23.7,2.69,18.9,10.2,4.96,40.3,221
43.7,29.2,14.5,17.6,13.1,8.58,12.5,621,34,67.9,28.1
69.8,23.1,17.6,445,109,24.8,38.5,179,21.1,47.8,22.7
57.3,26.7,14.6,109,21.5,1.89,9.56,396,19.6,39.6,16.8
39.2,13.2,35.2,26.4,59.4,45.3,72.3,813,12.1,27.6,10.2
32.2,28.4,39.6,25.5,11.5,14.7,24.6,319,24.6,44.1,19.8
55.2,55.7,9.56,514,53.8,7.99,15.3,685,14.3,26.7,11.5
25.9,11.7,23.7,32.2,24.1,16.7,42.9,483,4.18,19.3,40.3
59.4,39.6,18.9,14.1,16,7.3,23.3,168,31.3,50.5,20.2
2.97,7.23,14.2,73.7,6.85,17.5,25.5,195,1.76,8.43,75
28.6,47.4,17.8,66.7,27.9,12.4,20.2,414,16.7,31.1,11.2
28.6,47.4,17.8,66.7,27.9,12.4,20.2,414,16.7,31.1,11.2
49.1,16.5,13.3,141,25.7,31.1,62.1,710,14.2,27.4,22.1
31.3,23.5,31.3,155,41.4,6.49,14.2,449,15.4,25.9,16.1
43.3,16.4,17.6,24.6,7.3,22.5,25,319,4.1,24.1,5.33
18.1,29.2,17.6,40.3,38.5,12.3,16.8,461,6.85,11.5,29.7
54.2,13.7,20,14.2,25.9,5.28,14.5,34,10.2,25.5,9.06
27.9,19.3,24.4,106,23.7,14.7,21.3,519,14.9,36.2,16.5
40,23.7,14.3,19.8,13.7,1.73,5.67,16.8,23.5,42.6,11.5
51.9,26.7,12.9,44.5,4.49,30.2,50,302,17.9,22.3,10.3
2.74,3.96,38.2,37.9,9.56,47,71.7,1144,25.9,50.5,113
22.3,20.9,6.61,33.1,9.56,6.61,14.9,505,12.7,29.4,12.2
87.4,54.7,20.5,176,33.7,10.3,22.3,426,27.1,27.4,1.73
101,35.5,16.5,88.2,16.8,49.6,72.3,730,17.2,32.5,17.9
89,30,44.9,47,7.37,52.8,97.3,2288,69.8,94.7,8.28
45.3,18.8,16.4,30.8,4.37,18.3,32.2,316,8.2,23.3,24.6
50.9,24.4,68.5,137,50.9,22.7,40.3,496,42.6,74.3,200
37.2,25.3,17.5,82,24.6,7.77,16.8,426,16.5,26.7,6.79
11,9.31,7.43,126,24.1,15.5,26.2,594,18.9,44.1,22.7
35.2,14.1,7.1,20.2,32.2,12.9,22.5,583,37.5,47.4,9.47
38.5,19.1,22.1,23.1,5.94,29.4,33.7,271,30.5,58.8,59.4
32.2,21.5,5.88,136,18.3,96.5,175,578,3.34,23.3,83.5
196,163,3.85,311,59.9,22.9,25.3,470,2.15,6.61,2.81
20.5,6.79,17.8,164,47.8,13.2,20.5,547,15.1,35.2,12.9
92.2,56.2,15.3,19.1,12.7,9.14,9.39,322,11.1,20,18.9
20.5,15,13.9,135,34.9,2.71,27.6,638,18.6,38.2,13.9
36.8,9.47,12.2,12.6,15.8,20,30,271,12.1,26.2,85.8
34.9,54.7,11.8,105,18.4,19.6,77,163,8.9,31.9,33.7
8.43,17.8,27.9,103,35.5,8.51,19.6,289,11.1,28.6,16.3
89.8,19.3,16.5,15.8,1.3,43.7,79.9,1731,12.1,24.6,8.74
57.3,27.6,14.5,173,37.2,5.57,12.4,604,15.8,37.2,18.8
39.2,23.1,18.6,22.1,10.6,17.8,32.2,466,10.5,23.3,6.98
179,164,15.8,45.7,11.9,17.5,30,730,17.2,25.9,17.9
45.3,19.5,19.3,47,85.8,3.55,30,1124,17.5,44.5,157
37.5,19.5,21.9,93.9,31.9,15.8,25.7,352,27.4,34.3,17.8
62.6,37.5,61,155,21.7,12.9,14.1,375,23.1,47,26.2
79.1,25.5,7.57,93.1,22.1,8.9,19.8,478,20.5,32.8,14.2
164,33.1,5.78,28.6,13.7,16.3,24.1,319,22.5,35.5,12.4
52.3,25,15.3,29.4,9.31,17.6,17.9,316,15.4,41,146
38.2,24.1,28.1,22.1,30,25.5,47.8,1186,25.3,53.8,39.2
62.6,19.3,8.51,20.9,39.2,4.49,24.8,474,23.5,48.7,22.5
10.8,5.33,23.9,49.1,12.9,11,22.9,483,2.35,21.1,85.8
14.2,11.7,24.8,38.9,63.2,6.1,14.2,355,10.7,30.2,10.6
120,45.3,18.6,113,25.5,16.5,38.2,1114,16,31.3,6.55
25.5,15.8,13.7,300,42.9,16,27.4,284,19.5,34.9,20.5
33.4,20.5,24.8,18.8,20,18.8,45.3,743,14.9,26.2,14.2
42.6,15.7,53.3,62.6,16.5,3.79,10.3,552,6.98,44.9,271
35.9,16.5,12.3,16.8,8.13,18.6,32.5,352,3.37,16.5,61.5
77.7,79.1,24.1,21.3,17,14.9,25.3,279,18.8,42.2,20.7
29.4,20.2,7.7,125,27.4,89,150,799,2.71,15.4,49.1
62.6,27.6,77,53.8,16,7.77,14.1,331,18.6,39.6,12.9
54.2,26.9,15.4,13.5,3.11,18.4,35.5,319,10.6,23.3,15.1
25.3,14.5,28.9,65.5,37.9,47.4,66.1,264,18.3,35.9,5.14
17.5,36.2,4.26,429,40.3,10.3,39.6,85.1,23.3,66.1,12.1
73,20,13.3,13.6,28.6,2.25,23.1,302,58.3,111,170
31.1,23.9,1,843,82.8,16.4,30.2,474,8.06,21.7,6.61
167,79.1,9.65,111,20.2,28.4,89,1472,20.4,29.2,12.9
31.9,16,7.77,24.1,85.8,5.73,7.04,292,10.6,30.2,12.1
44.5,31.3,33.1,184,58.8,32.5,43.3,286,1,59.4,3.68
42.9,23.1,4.14,200,16.7,19.1,45.3,1252,25.7,27.9,17.9
30.5,8.9,163,379,75,13.2,16.5,514,19.5,26.4,17.8
55.7,26.9,28.6,9.47,50,25,43.3,437,3.85,19.6,38.2
79.9,29.4,5.05,117,17.3,30,71,828,8.82,22.1,12.6
37.2,25.3,17.5,82,24.6,7.77,16.8,426,16.5,26.7,6.79
42.9,22.9,17.3,17.8,21.9,13.1,36.8,710,12.6,24.4,65.5
23.9,23.7,28.4,30,7.43,16.8,33.7,223,4.26,41.8,136
149,51.4,33.7,120,31.6,29.4,54.2,1762,19.1,26.7,8.9
92.2,42.2,14.5,32.2,37.2,4,17,334,11.4,29.2,70.4
50.9,22.7,17.5,118,24.4,21.7,32.2,319,7.43,24.4,66.7
26.9,19.8,25,20,7.1,13.1,30.2,851,5.94,30,239
21.1,21.5,1.88,205,43.7,13.2,135,213,14.6,26.7,101
69.8,30.5,33.1,117,55.7,10.6,28.1,806,2.5,23.5,57.8
70.4,33.1,8.2,500,93.1,47.8,88.2,1055,2.53,12.1,87.4
26.4,17,51.9,47.8,8.2,22.9,37.9,257,50.9,71.7,27.9
76.4,30.8,8.51,141,12.1,19.3,34,297,6.15,29.4,118
57.8,27.4,6.61,14.7,18.1,28.1,32.5,349,10.3,26.7,9.73
552,389,12.9,161,44.5,17.8,25.9,770,4.03,13.5,26.7
19.1,15.5,4.37,9.91,22.3,10.8,16.3,491,8.51,27.9,16.4
47,17,42.2,71,44.5,10.8,57.3,538,26.9,50,15.3
59.4,18.8,13,33.4,44.5,24.6,55.7,1512,34.3,76.4,34
8.2,17,21.1,85.8,31.3,16.5,26.9,305,23.5,38.5,8.9
18.8,19.5,25.9,322,51.9,10.5,23.1,365,3.79,10.9,73.7
44.5,24.8,15.5,178,45.3,21.1,57.3,982,1,58.3,8.43
63.2,37.2,37.9,81.3,39.2,316,621,1472,18.1,30.8,9.73
31.9,18.9,87.4,130,31.3,7.57,24.6,523,9.47,23.7,16.3
75,23.7,13.5,178,31.6,21.5,33.1,255,28.1,43.7,12.5
25,10.7,9.73,27.1,15.4,11,19.1,302,3.13,18.4,71
58.8,35.2,12.2,16.5,24.1,18.4,33.7,362,16.3,19.8,10.4
97.3,36.5,21.7,57.3,4.18,4.74,40.7,505,16.1,31.6,14.9
25.5,15.8,13.7,300,42.9,16,27.4,284,19.5,34.9,20.5
74.3,35.9,44.9,53.8,75,10.6,33.1,1382,10.6,28.9,4.26
59.4,18.4,17,76.4,16.3,31.1,59.4,667,18.4,51.9,18.4
9.65,3.05,31.3,106,40,28.1,46.1,470,15.8,20.7,7.91
89,52.8,24.4,18.9,3.85,23.1,42.9,710,21.1,37.9,18.6
55.7,23.9,8.06,16.7,25.7,16.4,21.7,573,35.2,63.2,17.8
88.2,67.3,36.5,58.8,119,12.7,36.2,429,38.2,136,55.7
58.8,34.9,13.3,82.8,38.2,22.5,27.9,379,6.55,18.4,48.7
62.1,21.7,9.56,6.49,34.3,15.3,23.1,319,11.9,35.5,50.9
37.5,16.4,18.6,41,5.19,2571,3555,4491,14.6,36.2,24.4
62.6,24.1,20.9,12.9,23.1,40.7,93.1,1794,4.18,12.6,93.1
31.1,12.2,3.82,25.9,33.1,6.73,9.56,343,39.6,80.6,39.2
70.4,42.2,17.6,20.9,10.5,59.4,98.2,1981,35.9,46.1,17.8
63.2,24.6,11.2,16.5,3.11,6.44,17.5,542,3.49,9.82,4.53
95.6,33.1,22.7,47.4,12.9,34.3,44.5,237,5.67,16,82.8
50.9,35.2,22.1,22.9,3.19,3.96,12.4,115,32.2,49.6,18.8
86.6,49.1,17.9,4.91,15.3,10.8,17,284,21.3,37.2,11.2
131,37.2,19.1,97.3,30.2,24.1,29.4,313,16,19.1,18.4
62.1,21.7,9.56,6.49,34.3,15.3,23.1,319,11.9,35.5,50.9
27.1,18.1,15.7,40.7,16.1,21.3,39.6,264,15.8,28.9,11.1
18.8,10.3,29.2,262,61.5,36.5,52.3,305,23.1,36.2,15.1
58.8,17.6,24.8,179,61.5,17.3,69.2,717,2.04,30.5,86.6
25.5,15.8,13.7,300,42.9,16,27.4,284,19.5,34.9,20.5
18.9,11,14.2,8.66,34.6,153,239,704,32.5,41.4,13.9
43.7,13.8,2.21,316,24.6,15,31.3,828,12.3,23.1,11.8
40.3,15.5,15,63.8,29.4,26.4,43.7,649,11.2,26.2,10.4
37.9,12.3,11.2,57.3,10.6,16.7,46.6,1611,15.3,39.2,23.1
29.4,25.9,26.4,35.5,6.15,21.3,41.4,626,23.3,52.8,29.2
89.8,17,20.9,85.8,29.7,1,3.16,248,16.3,28.9,19.6
47.4,25.5,15.5,35.5,3.65,14.9,18.4,737,4.87,15.4,76.4
42.2,16.8,16.5,163,8.74,12.7,30.5,441,9.91,17.6,17.6
44.9,36.5,10.4,132,16.3,8.66,17.9,835,15,35.9,18.1
93.9,27.4,67.3,138,30.8,28.1,46.1,906,2.69,6.98,71
31.9,22.1,20.9,145,26.2,12.7,20.7,334,15.7,35.2,12
79.9,20.4,24.1,22.5,20,8.82,24.1,466,19.1,34.9,6.15
92.2,30.2,16.7,77,55.7,7.91,26.9,562,2.69,13.3,61.5
