"praf","pmek","plcg","pip2","pip3","p44.42","pakts473","pka","pkc","p38","pjnk"
43.7,7.7,50.9,86.6,40.3,25,58.8,1540,17.8,31.9,62.6
15.1,10.7,10.1,78.4,9.91,19.3,38.2,692,389,542,110
32.5,13.6,23.1,17.5,5.57,16.7,27.6,655,26.4,47,102
13.2,13.3,8.82,24.6,25,2.57,15.7,449,29.7,55.2,66.1
16.3,16.1,5.38,5.62,11.8,28.9,41,300,8.13,20,25
23.7,18.9,14.6,13.8,3.59,52.3,68.5,457,12.5,29.2,44.5
14.2,18.1,23.5,21.9,9.06,36.8,62.6,445,9.39,24.8,26.2
25.9,16.1,13.6,16.1,15.7,29.4,44.9,599,3.49,32.8,41
24.8,34,13.3,18.4,6.92,27.1,46.1,858,10.7,34.3,39.6
26.9,20.2,19.5,170,23.3,8.51,15.4,487,32.5,67.3,118
24.6,22.7,13.6,75,6.73,20.2,37.9,500,9.73,38.2,106
59.4,51.4,29.4,349,39.2,38.9,53.8,528,16.7,37.2,33.7
25.5,17.9,22.3,17.2,17.5,13.7,23.1,604,31.3,45.7,72.3
18.4,19.8,12.7,81.3,11.3,6.21,44.1,496,84.3,119,41
24.6,33.4,10.6,64.4,12.5,9.22,45.7,730,10,25.3,30
16.1,14.3,8.9,42.9,21.1,17,30.2,698,9.91,21.1,38.5
7.37,11.1,12.7,107,9.14,13,23.7,644,22.7,39.2,49.1
20.9,8.82,20.7,300,31.3,19.5,37.2,542,18.6,29.2,49.1
12.4,16.1,136,410,95.6,11.5,22.7,368,15.1,30.5,40
79.9,167,14.7,22.7,7.43,13.6,27.9,588,10.6,9.56,16.8
21.5,11,10.2,209,16,13.5,19.5,583,28.6,42.9,79.9
20.9,8.82,20.7,300,31.3,19.5,37.2,542,18.6,29.2,49.1
42.6,42.9,22.9,31.9,10.7,19.1,34.3,655,12,15,35.9
10.3,11.8,13.7,85.8,20,45.3,77,1186,13.7,20.2,33.1
75.7,86.6,20.2,80.6,20.7,3.68,15.7,1114,17.5,32.8,31.1
30.5,15.8,29.4,129,28.6,103,163,1554,4.37,9.65,9.47
12.2,12.7,16.4,17.2,7.77,3.16,22.7,777,9.39,16.8,38.9
38.2,34,13.2,20.5,11.9,4.91,12.7,441,22.5,30.2,73
27.9,25.9,29.2,25,5.23,44.5,69.8,1459,28.6,47.8,146
13.9,11,26.2,24.8,2.02,16.5,27.6,679,10.4,22.1,61
27.6,13,11.2,14.6,9.82,65.5,93.1,418,14.3,26.9,51.9
23.5,13.6,40.7,372,37.9,4.96,14.1,851,9.14,30,85.8
75.7,82,44.5,54.2,23.3,20.4,28.9,533,12.5,37.5,45.7
9.39,19.1,53.3,105,35.5,66.7,118,1946,12.6,28.9,23.5
12.3,9.47,17.3,13.6,15.4,33.4,57.8,437,16.7,26.9,68.5
25.9,16.1,13.6,16.1,15.7,29.4,44.9,599,3.49,32.8,41
13.2,13.3,8.82,24.6,25,2.57,15.7,449,29.7,55.2,66.1
24.4,17.9,3.08,11.1,2.13,17.9,38.2,528,9.82,16.8,38.9
14.3,11.9,46.1,69.2,72.3,42.9,75.7,717,7.37,18.1,49.1
91.4,41.4,24.8,319,38.9,17.9,30.5,956,18.6,34.3,79.1
11.5,11.8,31.9,322,51.4,10.3,24.4,578,6.26,15.8,29.4
16.5,12.4,27.6,26.2,1,4.18,19.3,791,17.6,28.1,54.2
24.6,35.2,15.7,50,14.6,38.9,69.8,470,9.65,16.8,34.6
22.1,6.67,8.98,168,9.22,15.4,34.9,547,15.4,47,66.1
25.7,10.4,18.6,19.6,9.65,14.9,34.9,1027,10,30,57.8
108,71,20.7,27.9,6.04,26.2,39.6,496,15.1,29.4,56.7
100,73,23.1,26.4,11.1,9.06,28.4,496,23.1,47,62.6
73,93.9,27.9,29.7,1.01,89,132,1762,11.9,28.4,12.1
25.3,3.96,8.82,5.14,4.78,18.8,37.9,723,35.9,76.4,186
45.3,33.4,21.7,18.1,8.2,36.8,61.5,1104,12.1,17.3,47.4
7.23,10.4,1.38,5.94,4.45,10.2,17.6,644,6.79,23.5,25.9
12.1,25,5.94,449,45.3,93.9,153,1568,4.29,47,6.49
30,14.9,22.3,35.5,2.46,137,316,5829,1,14.1,13.2
16.3,16.1,5.38,5.62,11.8,28.9,41,300,8.13,20,25
36.8,22.9,5.73,1,15.4,36.2,62.1,1794,17.6,33.7,41.8
126,213,18.9,111,20.9,14.3,27.4,505,12,16,18.9
14.3,15.8,32.5,32.2,18.3,6.67,16.5,1000,11.1,17.8,36.8
24.1,13.6,16.3,19.1,1,82,195,2738,6.67,21.7,19.5
38.9,30.5,22.7,21.9,6.73,12.6,23.5,583,4.37,16.5,75.7
16.5,13.6,16.7,36.5,6.79,35.5,54.2,474,7.43,41,50.5
35.2,20.5,46.6,38.9,20.5,8.2,75,698,6.85,10,54.7
22.3,10.4,16.5,17.3,14.7,25.5,22.3,253,34.9,74.3,106
22.3,5.94,57.8,505,75.7,11.1,20.9,777,10.5,16.5,19.6
22.3,10.4,16.5,17.3,14.7,25.5,22.3,253,34.9,74.3,106
16.3,20,16.1,25.3,1.45,55.2,78.4,505,10.4,18.9,44.5
16.8,18.1,11.1,55.7,5.62,41,54.7,325,15.1,27.6,16.3
16.1,14.3,8.9,42.9,21.1,17,30.2,698,9.91,21.1,38.5
9.22,16.5,19.3,21.1,13.8,19.1,26.7,655,67.3,145,331
26.7,19.1,18.9,22.1,7.91,25.3,36.2,328,4.29,2.23,13.3
81.3,77.7,31.3,21.3,8.82,20,35.5,466,8.82,25,42.6
126,213,18.9,111,20.9,14.3,27.4,505,12,16,18.9
25.7,10.1,47,49.6,10.2,17.3,32.2,368,5.42,16.3,40
19.5,16.3,25.5,19.3,2.71,26.2,31.6,644,18.6,42.2,49.6
21.1,5,35.2,53.3,8.35,123,250,3491,8.58,21.7,44.9
30.5,15.5,53.3,142,19.1,77.7,151,2738,94.7,179,328
45.3,33.4,21.7,18.1,8.2,36.8,61.5,1104,12.1,17.3,47.4
8.9,20,23.5,21.7,2.89,1.1,13.9,178,15.7,22.3,39.6
12.6,30.5,61,461,82,11.9,22.3,457,6.73,24.1,33.1
16.4,18.4,21.7,13.9,6.26,24.6,36.5,644,13.6,37.5,57.8
13.8,22.3,13,99.1,2.11,42.6,49.6,359,27.1,55.2,49.1
20.9,11.4,26.4,26.7,14.7,32.5,60.4,514,16.5,20.7,40
9.39,41.4,4.53,13.3,8.82,63.8,106,1104,58.3,110,183
69.8,48.7,12.3,23.9,12.6,12.3,21.5,509,11.8,35.9,50
17.3,16.1,13.2,14.7,5.62,12.9,30.8,621,20,42.2,76.4
7.99,7.84,35.9,365,44.9,12.6,29.7,1155,6.04,41.4,66.7
51.9,40,13.5,168,5.99,25.5,39.6,1346,21.1,32.8,12.9
12.5,15.8,38.2,211,27.6,8.51,24.1,1540,16.5,31.1,31.9
69.8,50,20.7,19.5,12.3,59.4,104,337,34.3,72.3,139
9.39,41.4,4.53,13.3,8.82,63.8,106,1104,58.3,110,183
40.7,19.5,1.26,1.07,1.55,77.7,81.3,279,7.7,13,64.9
43.7,23.1,17,17.9,2.86,38.2,47,264,7.91,15.4,24.1
23.5,8.58,25.7,33.7,15,119,281,1670,12.2,29.4,32.8
27.1,12.5,20.9,131,19.6,54.7,83.5,1075,22.3,36.5,118
31.9,19.6,17.5,13.3,11.9,26.7,42.2,453,16.3,17.2,40.7
72.3,76.4,17.9,15.5,16.1,63.2,109,947,25,82.8,205
62.1,47,15.4,22.7,5.78,36.2,49.6,461,12.2,19.6,37.5
41.8,39.6,12,126,11.1,7.37,24.4,528,17.8,33.7,57.3
32.2,22.5,22.3,107,8.28,18.4,41,750,8.06,36.8,66.1
30.2,19.8,24.4,19.8,1,50,72.3,673,37.2,62.1,91.4
21.3,13.8,45.3,422,49.6,167,279,2890,16.3,28.6,35.2
18.4,10.6,2.27,1.11,509,35.5,62.1,588,6.92,21.5,59.4
12.2,9.91,21.7,279,58.3,11.3,20.7,542,12,24.4,35.9
20.2,13.7,25.3,35.2,31.3,6.73,49.1,426,43.7,71,217
52.3,30.8,15.1,68.5,1.96,96.5,132,422,9.56,8.74,30.5
26.7,15.7,25.3,31.1,5.67,8.66,29.7,1009,12.6,42.6,33.7
17.3,10.1,28.1,27.9,3.28,44.9,66.1,403,7.17,23.7,42.9
79.9,167,14.7,22.7,7.43,13.6,27.9,588,10.6,9.56,16.8
48.3,27.9,18.1,13.5,10.7,37.9,85.8,2091,6.26,23.9,32.5
27.6,13,11.2,14.6,9.82,65.5,93.1,418,14.3,26.9,51.9
75.7,56.2,18.6,32.8,10.6,18.8,33.1,523,11.8,32.8,41.4
21.1,38.2,31.3,34,8.98,2.97,21.1,519,10,26.9,38.2
21.7,15.5,24.6,16.7,3.37,25,44.9,604,4.61,37.9,77.7
13.7,25.3,14.6,147,13.9,18.8,46.6,777,57.3,131,181
44.5,17.9,37.9,64.4,27.4,75.7,147,1065,12.3,19.6,21.5
31.6,22.7,20.5,127,16.1,15.5,29.4,491,12.9,38.5,36.5
13.7,11.3,27.6,30.2,4.41,12.5,19.6,505,10.6,19.6,48.7
36.2,10.8,47.8,53.3,5.73,8.9,26.2,965,2.33,13.7,51.9
21.3,15.1,16.3,23.9,4.61,44.1,62.6,632,37.2,67.3,150
29.2,4.03,18.6,17.3,7.17,12.3,26.9,599,50.5,120,186
2.97,6.98,15.5,103,10.6,34.3,50.9,382,10.9,19.8,30.2
21.3,16.4,14.1,22.9,2.59,25.9,42.9,311,1.78,75.7,5.52
89.8,73,17.6,17.6,13.9,1.7,3.75,331,13.7,35.5,62.6
7.23,10.4,1.38,5.94,4.45,10.2,17.6,644,6.79,23.5,25.9
16.8,16.5,25,20.9,7.91,53.3,85.8,813,20.7,40.7,19.8
21.9,20.4,55.7,483,61,28.1,44.5,757,11.8,17.3,59.4
28.1,23.9,12.4,18.4,9.31,34.6,38.2,286,16.1,26.7,58.8
14.7,8.98,19.1,18.3,1.46,69.8,105,1252,19.8,31.1,31.6
14.9,14.7,24.6,34.3,12.5,13.3,17.6,604,13.9,14.1,41
11.1,25,85.1,552,93.9,20.9,35.9,331,18.3,22.5,32.2
20.7,28.6,12.6,41,10.3,24.8,41,638,12.5,18.6,69.2
63.2,64.9,9.91,139,14.7,85.8,121,362,30.5,46.1,29.7
64.4,44.1,21.7,25.7,4.61,86.6,126,359,9.39,22.5,39.6
14.7,16.7,10.8,14.7,21.3,25.7,37.5,487,6.38,22.5,28.6
32.8,13.5,1.61,1,6.04,56.2,78.4,1055,12.9,34.6,40.7
13,17.5,10.1,46.6,6.61,23.1,47.8,519,8.28,27.9,40.7
20.9,16.3,21.9,27.9,12.5,14.2,22.1,604,19.3,40.3,38.9
7.5,11.7,21.9,28.6,14.7,3.52,24.8,433,7.3,23.7,51.4
19.3,15.8,19.6,57.8,23.3,12.4,25.5,547,15.1,36.2,30.2
22.7,19.6,26.2,26.7,18.9,16.8,30.5,615,13.3,25,39.6
23.9,14.6,11.9,233,43.7,71.7,92.2,1395,7.84,40,52.8
25.9,18.8,6.61,20.7,8.43,14.5,33.4,594,6.32,12.2,1
17.9,8.2,10.8,32.2,6.98,21.5,50.9,396,9.22,25.5,38.5
91.4,41.4,24.8,319,38.9,17.9,30.5,956,18.6,34.3,79.1
34.6,17.6,6.61,165,13.2,30.2,89.8,2091,15.1,33.4,56.7
79.9,48.3,20.9,19.6,2.86,28.9,24.6,457,17.2,24.4,104
12.2,9.91,21.7,279,58.3,11.3,20.7,542,12,24.4,35.9
21.9,20.4,55.7,483,61,28.1,44.5,757,11.8,17.3,59.4
76.4,50.5,5.99,13.5,15,36.5,63.8,509,12.7,19.3,34.3
14.2,7.99,6.79,12.7,21.5,139,198,1310,4.78,10.9,2.94
16.1,6.26,20.2,17.3,8.82,75,125,1894,19.1,37.5,63.8
12.6,30.5,61,461,82,11.9,22.3,457,6.73,24.1,33.1
37.2,31.9,9.82,211,21.1,6.85,17.3,649,18.6,37.2,133
17.2,6.79,28.9,29.2,11.1,11.4,30.8,552,3.75,4.33,44.9
1.01,1,1.73,4.96,5.83,42.6,70.4,509,16.4,26.7,47.4
16,8.82,15.3,58.8,18.1,36.5,52.8,375,17.2,30,39.2
34.6,12.9,21.9,20.9,5.94,18.3,27.6,621,9.31,26.2,37.5
21.1,5,35.2,53.3,8.35,123,250,3491,8.58,21.7,44.9
76.4,50.5,5.99,13.5,15,36.5,63.8,509,12.7,19.3,34.3
48.3,27.9,18.1,13.5,10.7,37.9,85.8,2091,6.26,23.9,32.5
12.7,13,16.7,100,15.4,7.77,24.8,813,25.5,71.7,112
11.4,4.33,11.1,96.5,14.3,22.1,44.1,890,8.74,32.8,56.2
11.1,6.73,15.8,19.8,8.82,5.57,32.5,621,16.3,26.2,62.6
38.5,27.1,34,31.6,3.62,114,202,2017,33.4,77.7,167
34.3,34.3,16.1,67.3,17.3,44.9,54.7,362,4.91,8.35,31.3
19.8,18.3,15.5,19.6,10.6,6.73,39.2,1611,11,37.9,59.4
16.8,20.7,3.92,20.7,10.6,30.2,51.4,328,11.4,28.9,37.9
15.7,23.1,12,36.2,2.29,10.7,28.4,433,39.6,85.1,80.6
13.7,9.39,17.6,17.3,2,17.5,27.6,246,12.5,22.5,34
6.32,10.1,25,17.3,1.37,3.55,21.7,509,8.66,25.3,48.3
9.47,11,38.5,54.7,17.8,91.4,165,1911,18.8,30.2,38.9
25.3,20.9,15.4,25.7,10.2,5.94,7.99,655,13.7,17.9,45.3
33.1,58.8,29.7,368,34.3,40.7,53.8,906,14.1,28.1,57.3
25.7,15.3,35.2,38.2,2.05,36.5,56.2,588,9.56,21.3,40
22.9,23.9,23.3,23.7,7.64,10.4,21.3,557,89,170,173
17.6,17.9,14.3,25.5,12.5,43.3,79.1,557,9.91,16.7,25
9.39,13.1,20.2,46.1,21.1,58.3,101,1446,9.47,14.9,21.1
26.7,19.1,18.9,22.1,7.91,25.3,36.2,328,4.29,2.23,13.3
16.8,20.7,3.92,20.7,10.6,30.2,51.4,328,11.4,28.9,37.9
51.9,32.2,11.1,175,8.35,73,131,1263,13.9,31.9,32.8
34.3,15.8,7.23,1.41,3.68,2.64,14.3,429,21.5,48.7,28.1
19.6,18.6,56.7,422,79.1,4.53,8.98,209,6.32,11.2,24.6
9.22,28.1,19.6,14.9,6.92,47.8,76.4,813,12.9,18.1,26.9
20,16.3,26.7,176,10,106,168,2571,9.39,8.28,13.9
119,96.5,61,453,85.8,20.5,34.9,422,6.98,21.1,24.4
22.7,16.1,14.5,70.4,15,19.6,22.3,692,10.6,31.6,27.6
50.5,47.8,17.6,31.3,13.2,37.5,49.6,437,10.5,18.8,4.29
107,92.2,142,667,115,10.4,22.5,799,97.3,131,23.5
6.15,17.5,24.4,26.7,4.57,19.6,32.2,557,15.1,33.4,50.5
50,50,58.8,379,80.6,14.3,18.4,496,6.67,13.8,14.6
16.7,9.82,20.2,372,57.8,65.5,89,362,8.43,15.4,40.3
19.5,4.53,66.7,297,66.1,46.6,62.6,461,47.8,82,106
14.7,8.98,19.1,18.3,1.46,69.8,105,1252,19.8,31.1,31.6
5.88,8.51,28.9,26.2,7.3,73,112,1219,1,20.7,47.4
19.3,13.8,21.3,30.8,15.5,4.7,42.9,538,14.1,31.9,48.3
34.3,41,5.19,5.88,13.1,25.5,52.3,305,14.9,36.2,41.4
19.8,17.5,17.5,28.1,7.5,5.19,38.2,906,23.7,49.6,6.38
31.1,38.5,20,20.9,3.55,4.33,21.7,562,13.8,43.3,77.7
18.3,17,21.9,18.9,4.57,4.66,3.79,91.4,16.4,39.2,49.1
20.4,15.4,20.7,29.4,9.39,38.2,61,1459,36.8,87.4,191
26.2,12.4,21.1,24.4,4.96,114,244,1946,1.25,18.6,4.78
26.2,4.14,11.5,15,10.3,12.1,21.9,578,15.1,30,53.3
25.7,7.64,48.7,389,59.9,10.3,29.4,649,10,20.5,30
23.7,17,24.8,89,14.9,39.6,58.8,441,8.06,15.5,11.1
20.9,11.4,26.4,26.7,14.7,32.5,60.4,514,16.5,20.7,40
19.1,10.4,12.1,195,13,97.3,151,1843,9.73,33.7,37.9
40,30,41.8,36.5,5.42,26.7,35.9,437,31.9,77,79.1
60.4,29.4,27.1,16.5,2.07,8.13,26.7,583,20.7,37.2,32.5
51.9,32.2,11.1,175,8.35,73,131,1263,13.9,31.9,32.8
12.1,25,5.94,449,45.3,93.9,153,1568,4.29,47,6.49
26.2,4.14,11.5,15,10.3,12.1,21.9,578,15.1,30,53.3
21.7,16.7,22.5,80.6,9.31,20.9,37.5,723,10.1,19.6,23.7
17.8,3.43,18.4,28.9,18.1,64.9,137,2288,12.6,30.2,24.8
19.5,15.4,22.1,21.5,10.3,34.9,52.8,661,7.77,17.5,32.2
16.8,20.7,3.92,20.7,10.6,30.2,51.4,328,11.4,28.9,37.9
22.5,14.3,17.5,131,26.4,93.1,147,1794,12.1,42.9,25.5
17,31.1,24.4,18.1,9.47,17.5,35.2,562,23.7,57.3,66.7
16.1,6.26,20.2,17.3,8.82,75,125,1894,19.1,37.5,63.8
15.1,14.5,10.7,10.7,2.35,32.8,55.7,334,7.99,16.1,34.6
27.6,19.5,41.8,101,18.1,14.5,24.6,533,6.61,26.2,48.7
12.6,30.5,61,461,82,11.9,22.3,457,6.73,24.1,33.1
13.9,5.33,25.5,16.7,7.1,23.3,51.4,1114,11.5,15.3,17.5
44.5,17.9,37.9,64.4,27.4,75.7,147,1065,12.3,19.6,21.5
16.5,7.91,14.7,17.8,7.5,9.56,15.5,491,16.1,73.7,79.1
31.6,13,26.4,37.2,1,23.1,35.2,1275,6.38,5.33,50.5
40.7,19.5,1.26,1.07,1.55,77.7,81.3,279,7.7,13,64.9
27.6,13,11.2,14.6,9.82,65.5,93.1,418,14.3,26.9,51.9
14.5,9.65,5.67,302,20.9,34,55.7,311,13.1,28.6,37.9
17.8,18.9,15.3,396,48.7,25,52.3,750,16.3,49.1,75.7
12.2,9.91,21.7,279,58.3,11.3,20.7,542,12,24.4,35.9
25.7,9.65,23.3,31.6,14.1,54.2,113,2167,7.04,30,34.6
90.6,42.9,13,14.1,45.7,87.4,142,2503,20.2,36.5,58.8
18.8,11.1,71,466,64.4,20,39.6,615,14.9,44.5,110
17.2,6.79,28.9,29.2,11.1,11.4,30.8,552,3.75,4.33,44.9
20.7,28.6,12.6,41,10.3,24.8,41,638,12.5,18.6,69.2
79.9,56.2,17.5,17.2,10.2,138,217,615,8.43,21.7,47.8
17.2,12,25.3,91.4,15.3,7.7,34.9,1700,14.2,23.1,30.2
17.3,8.66,22.7,33.1,16.7,45.3,48.7,453,16.5,43.3,60.4
77.7,61,4.49,3.13,7.1,18.6,36.2,487,16.4,26.9,42.6
126,21.9,20.9,25,9.91,16.7,23.7,474,14.1,24.4,48.7
23.7,17,24.8,89,14.9,39.6,58.8,441,8.06,15.5,11.1
44.5,17.9,37.9,64.4,27.4,75.7,147,1065,12.3,19.6,21.5
53.8,22.3,24.6,28.4,13.2,17.6,56.7,2436,262,334,7.84
30.2,19.8,24.4,19.8,1,50,72.3,673,37.2,62.1,91.4
36.2,10.8,47.8,53.3,5.73,8.9,26.2,965,2.33,13.7,51.9
22.1,20,6.98,16.8,18.1,28.4,46.6,359,16.1,42.6,122
24.6,13.3,10.8,21.5,8.98,26.7,38.9,334,7.37,11.2,36.8
3.89,7.23,29.7,65.5,19.8,29.2,40.7,491,10.8,55.7,49.6
17.6,18.9,17.8,20.7,10.9,5.99,50,588,9.82,23.5,39.6
15,20.7,25,24.6,5.88,106,176,3023,12.1,18.6,35.2
124,73,18.6,30.2,8.2,11.9,29.7,403,27.9,64.9,112
13.8,12.3,24.8,20.7,7.3,39.2,57.8,426,13.7,26.7,35.5
22.5,14.2,10.6,176,15.7,25,43.3,316,13.1,25.7,50.9
21.1,38.2,31.3,34,8.98,2.97,21.1,519,10,26.9,38.2
108,71,20.7,27.9,6.04,26.2,39.6,496,15.1,29.4,56.7
26.7,11.2,29.7,29.2,5.62,16.4,22.3,594,5.83,28.4,19.5
18.4,19.3,158,91.4,250,13.3,30.5,717,40.7,73.7,121
15.3,7.17,19.8,22.9,7.91,14.5,38.9,644,21.7,45.7,110
8.43,8.74,31.6,267,40,6.15,13.5,483,62.6,96.5,50.5
28.9,20.7,104,519,88.2,25,35.5,426,51.4,106,179
88.2,61.5,21.7,26.7,5.73,87.4,158,2788,17,19.5,50
25.3,13.5,49.1,130,31.9,77,126,2247,7.99,26.9,26.9
75,52.8,42.2,259,39.6,20.4,41.4,692,17.8,58.3,60.4
14.5,12.1,27.4,17.5,8.06,80.6,117,379,4.29,10.5,44.9
21.7,15.5,24.6,16.7,3.37,25,44.9,604,4.61,37.9,77.7
72.3,15.5,63.8,264,68.5,28.6,52.8,457,9.56,22.1,43.3
19.1,13.9,15.8,74.3,21.9,24.1,34.3,474,9.39,27.6,39.6
13.7,9.39,17.6,17.3,2,17.5,27.6,246,12.5,22.5,34
24.6,32.2,22.3,23.9,6.26,104,188,2788,10.2,25.9,53.3
14.9,10.1,24.4,17.9,8.13,16.5,22.5,547,13.1,30,41.4
8.35,25.5,23.5,25.3,14.2,2.09,10.6,217,42.9,68.5,58.8
81.3,77.7,31.3,21.3,8.82,20,35.5,466,8.82,25,42.6
16.7,9.82,20.2,372,57.8,65.5,89,362,8.43,15.4,40.3
16.1,6.26,20.2,17.3,8.82,75,125,1894,19.1,37.5,63.8
19.1,13.2,24.4,147,14.6,66.7,93.1,757,12.6,43.7,82.8
9.22,16.5,19.3,21.1,13.8,19.1,26.7,655,67.3,145,331
15.5,5.09,10,142,18.4,22.5,34.6,437,15.5,32.8,67.9
6.79,5.57,47.8,176,57.8,27.4,45.7,352,17,20,22.1
113,78.4,20.7,28.9,7.43,79.9,133,692,6.21,10.9,1.68
32.2,35.2,35.9,276,61,44.9,62.6,418,8.43,32.8,77
81.3,55.7,98.2,567,62.1,105,173,2371,15.3,9.47,51.4
14.2,10.5,46.6,302,63.8,25.3,38.5,392,19.3,44.1,53.8
46.6,31.9,1,1.01,9.06,2.57,27.9,478,10.1,35.9,52.8
59.4,19.1,9.14,121,26.9,60.4,131,1981,21.1,41,43.7
14.5,40,12.7,143,34,62.1,109,1144,9.56,24.8,40.3
56.2,21.5,70.4,368,77.7,17.3,29.4,698,39.2,72.3,66.1
40,30,41.8,36.5,5.42,26.7,35.9,437,31.9,77,79.1
32.2,22.5,22.3,107,8.28,18.4,41,750,8.06,36.8,66.1
16.8,16.5,25,20.9,7.91,53.3,85.8,813,20.7,40.7,19.8
89,67.3,16,24.1,5.09,27.4,36.8,470,19.1,21.1,31.1
6.92,6.32,24.6,16.7,6.26,13.3,14.6,474,7.57,50.5,77
19.8,17.5,17.5,28.1,7.5,5.19,38.2,906,23.7,49.6,6.38
27.4,15.3,19.5,29.2,9.39,64.9,87.4,764,6.85,34.3,20.5
59.4,75,22.7,29.2,3.75,32.2,42.6,615,3.37,17.6,80.6
155,109,3.59,7.04,8.82,15.7,25.5,737,10.6,20.2,35.2
14.2,13.2,11.9,100,5.19,37.9,57.8,757,11.8,19.1,40.3
22.5,12.3,34.9,322,56.7,21.7,37.9,538,21.1,22.9,30.8
25.5,15.8,30,35.5,28.9,43.7,69.2,1811,6.44,24.4,47
12.3,9.65,15.7,30.5,4.57,58.8,86.6,1554,17.2,36.2,31.1
17.3,18.3,14.2,15.1,8.74,49.1,94.7,2110,13.2,31.1,46.1
13.8,13.2,32.5,46.6,15,104,172,1747,20.4,30.8,63.2
