"praf","pmek","plcg","pip2","pip3","p44.42","pakts473","pka","pkc","p38","pjnk"
523,890,250,410,10.6,141,866,85.1,24.4,147,94.7
244,389,289,453,16.7,89,685,5.28,1134,5140,1827
225,349,457,806,10.5,82,547,3.16,49.1,343,170
429,723,248,414,11.7,57.3,292,15,385,2110,1263
297,407,1894,2890,39.2,127,906,31.6,124,898,557
176,294,337,644,9.73,18.4,101,5.99,93.1,505,142
271,414,217,414,10.4,50,289,9.06,470,2788,1446
227,422,305,437,21.9,99.1,777,3.13,26.2,64.4,882
231,284,109,209,6.15,119,698,8.66,75,389,227
105,183,145,264,4.03,157,1055,33.4,90.6,533,300
253,368,96.5,170,3.22,122,552,22.7,30.2,158,362
445,710,331,632,8.35,33.4,196,81.3,743,3924,1298
257,392,922,1568,36.5,24.8,89.8,10.2,130,698,233
85.1,137,311,533,16.5,28.1,123,6.98,717,3685,1075
129,248,225,375,5.38,44.9,382,2.17,45.3,250,229
205,334,87.4,151,6.32,225,1382,74.3,142,874,264
538,764,2267,3619,91.4,82,474,23.7,679,3555,1176
73,112,108,244,10.3,25.3,110,6.38,71,483,189
221,328,255,478,7.7,39.2,213,8.28,85.1,496,198
168,248,547,991,17.6,51.9,322,12.6,38.5,257,74.3
184,319,161,302,5.33,39.6,248,14.1,51.9,322,106
161,286,429,866,4.41,34.9,276,1.24,62.6,246,108
217,308,267,496,7.3,30.5,231,13.9,135,750,297
286,449,337,632,15.1,24.4,175,3.68,41,262,215
279,422,97.3,308,26.4,99.1,514,6.92,99.1,547,445
98.2,165,426,710,25.9,54.7,319,1.68,1000,5048,2110
103,155,104,202,1.37,71,514,5.47,53.8,281,120
588,874,308,583,11.3,89.8,583,11.9,57.3,313,219
1046,1526,313,638,6.15,42.2,300,17.2,175,1144,392
157,262,764,1486,12,77,573,6.98,764,3786,1540
538,764,2267,3619,91.4,82,474,23.7,679,3555,1176
70.4,100,1670,2458,113,93.9,567,39.6,65.5,379,91.4
355,615,1370,1963,34.6,41,235,6.67,124,615,372
279,422,97.3,308,26.4,99.1,514,6.92,99.1,547,445
104,191,200,365,9.22,79.1,385,8.58,698,3429,1685
161,239,289,573,3.89,44.5,231,1.57,250,1625,276
368,632,491,791,13.9,22.9,123,18.4,204,1018,2864
117,173,176,311,7.04,54.7,429,4,154,906,139
445,710,331,632,8.35,33.4,196,81.3,743,3924,1298
392,604,64.9,110,8.82,172,1055,8.98,229,1370,392
352,583,137,257,10.2,31.1,189,8.82,82,466,175
141,215,75.7,151,4.14,80.6,466,22.3,170,1055,372
202,313,770,1298,27.1,183,1241,66.1,1094,5523,1219
302,487,496,882,22.7,28.1,146,20.7,23.5,146,121
311,533,267,441,2.76,49.6,319,9.31,62.1,403,44.1
433,632,340,573,16.4,39.2,300,5.28,308,1794,368
1526,2371,229,396,9.31,27.4,198,5.67,49.6,319,79.1
175,264,61.5,124,3.75,62.1,426,7.23,191,1084,346
1075,1625,155,289,5.38,17.3,100,13.3,139,882,178
165,250,300,567,10.5,161,991,7.91,10.4,43.7,965
209,349,239,437,3.31,50.9,264,18.1,679,3398,1322
858,1358,244,437,19.1,34,127,7.04,48.3,300,69.2
1370,1911,22.1,54.7,57.8,104,538,19.3,1094,5328,1407
470,784,193,337,11.2,31.1,175,11.5,44.5,257,127
644,1009,828,1472,80.6,32.8,160,6.67,59.4,340,80.6
223,325,813,1407,16.8,42.6,248,12.2,66.7,316,106
276,396,215,414,9.39,45.7,331,2.86,67.3,355,196
227,410,217,414,2.09,48.7,355,5.14,46.1,281,743
160,248,375,704,8.51,27.4,142,4.49,117,730,146
573,939,102,186,1.12,130,820,30.5,66.7,478,319
135,202,429,692,17,57.3,375,23.7,170,1084,449
1512,2167,186,322,14.7,18.4,84.3,6.44,69.8,400,104
110,186,33.7,59.9,37.9,106,667,13.8,123,667,271
294,461,102,200,3.19,23.3,117,4.57,137,723,385
410,644,188,316,6.67,24.4,141,10.4,1046,5425,2267
890,1370,205,385,5.94,60.4,337,15,115,704,248
538,764,2267,3619,91.4,82,474,23.7,679,3555,1176
4614,7105,151,267,13.7,34.9,204,6.26,53.8,311,118
302,509,81.3,491,26.4,191,1219,43.3,63.2,375,71
538,843,67.9,108,5.19,16.4,106,1,138,906,355
161,248,362,661,6.38,69.8,505,8.98,1358,6916,4740
151,289,53.3,67.3,55.7,98.2,655,14.9,26.2,168,14.5
991,1420,186,349,5.23,51.4,316,3.82,655,3249,1197
231,372,820,1778,25.9,121,858,12.1,143,947,1018
931,1433,90.6,200,3.31,72.3,437,10.7,55.2,325,80.6
791,1298,255,441,10.3,79.1,407,82.8,334,1911,1134
547,931,305,483,11.1,50.9,286,1.84,65.5,372,322
730,1241,267,470,9.06,117,638,6.55,107,649,279
184,311,102,193,17.6,119,704,6.26,93.9,594,233
30,71.7,193,325,8.98,18.4,123,1.93,127,914,284
470,784,193,337,11.2,31.1,175,11.5,44.5,257,127
205,334,87.4,151,6.32,225,1382,74.3,142,874,264
578,1000,149,271,2.07,38.9,257,11.5,52.3,385,274
737,1219,181,322,6.61,59.9,433,15.7,94.7,528,150
615,931,95.6,163,3.75,59.4,281,7.57,22.7,137,122
89,151,125,286,4.7,29.4,191,4.74,61,346,131
375,547,281,414,5.19,50.5,294,7.84,225,1263,604
250,346,305,528,6.21,42.9,198,18.8,46.6,286,262
207,281,241,422,8.51,17.9,108,7.84,328,1762,491
956,1499,322,523,4.29,62.6,396,30,32.5,205,135
538,764,2267,3619,91.4,82,474,23.7,679,3555,1176
667,1219,237,407,6.38,57.8,343,7.64,96.5,466,133
621,1027,229,466,5.78,15,121,4.61,17.9,130,66.7
126,204,164,308,2.53,99.1,835,16.8,1358,6436,2110
445,632,183,355,4.53,39.2,211,8.66,75.7,496,173
154,181,649,1027,52.8,70.4,500,7.17,79.9,483,262
698,956,1334,2148,170,21.9,153,9.14,69.2,349,195
514,704,316,661,5.57,79.9,382,10.6,205,1263,562
178,284,292,514,1,64.4,407,17,64.9,372,193
257,294,1611,2595,57.3,37.9,200,85.8,81.3,478,828
157,262,764,1486,12,77,573,6.98,764,3786,1540
567,770,71.7,141,6.61,34.3,207,4.96,47,302,178
621,931,64.9,157,13.3,29.7,175,13.9,64.4,349,168
155,221,991,1685,30.8,53.3,305,18.1,189,1124,562
294,414,104,191,10.6,31.1,255,5.33,28.9,160,66.1
173,241,241,418,11.7,163,1046,5.88,1104,5989,2436
269,422,483,835,18.9,92.2,594,20.2,130,806,213
259,368,124,202,10.4,19.1,129,4.29,45.7,253,770
578,1037,246,777,33.1,49.1,319,10.6,32.8,165,131
866,1165,710,1055,33.7,44.9,264,8.66,186,1037,1037
237,365,372,806,20.7,55.2,368,5.94,149,866,1263
297,407,1894,2890,39.2,127,906,31.6,124,898,557
319,523,453,914,22.1,34.3,235,6.55,42.9,211,217
466,743,151,271,1.93,70.4,346,50.5,83.5,552,113
1715,2350,118,195,5.99,37.2,241,4.87,129,685,250
157,229,101,213,42.2,102,621,14.6,75,509,167
1370,1860,193,385,257,70.4,410,5.67,49.1,311,84.3
125,205,168,286,10.6,139,820,14.5,62.6,372,131
372,533,1263,1999,47,27.9,184,1.09,114,730,207
1554,2187,723,1310,23.7,31.1,198,8.82,914,4656,874
610,956,146,257,13.7,1.5,17.8,69.8,82,621,101
115,215,385,685,66.1,26.9,168,2.57,106,717,355
106,151,346,594,7.23,15.3,75.7,9.56,85.8,362,362
813,1230,368,638,22.1,60.4,379,15.3,19.3,112,119
1358,2091,179,300,10.6,14.2,111,10.9,106,655,157
284,470,281,461,11.2,79.1,557,9.82,66.1,325,19.8
418,632,196,385,10.8,63.8,392,14.6,125,737,632
173,300,906,1582,15.3,18.1,113,2.31,103,583,146
1843,2788,523,931,19.3,50.5,267,5.73,52.3,286,151
248,422,158,267,11.2,49.1,264,5.52,12.4,69.8,231
167,313,193,368,12.6,55.2,274,17.2,50.9,279,150
155,221,991,1685,30.8,53.3,305,18.1,189,1124,562
269,362,227,349,14.5,137,1000,30.2,259,1459,305
188,340,115,225,13.6,41.8,294,13.3,38.9,205,39.2
246,410,418,626,15,117,710,22.9,66.1,449,396
215,328,599,1027,11.5,100,599,23.5,784,3820,1963
132,213,96.5,178,4.45,38.2,223,4.87,36.8,193,207
227,422,305,437,21.9,99.1,777,3.13,26.2,64.4,882
286,449,337,632,15.1,24.4,175,3.68,41,262,215
538,843,67.9,108,5.19,16.4,106,1,138,906,355
308,441,478,914,15.8,54.2,389,4.41,22.9,131,196
257,355,799,1655,40,40,289,10.1,1065,4958,1310
202,337,89.8,196,8.28,91.4,470,23.5,45.3,274,129
250,365,437,799,13.3,57.3,355,18.1,172,1027,784
271,403,433,698,21.5,28.4,150,16.1,184,956,146
355,594,308,505,5.62,20.7,151,7.7,119,835,147
638,982,112,205,8.2,67.9,483,5.47,59.9,343,1395
93.1,137,176,322,14.1,47,289,1,82.8,478,241
610,956,146,257,13.7,1.5,17.8,69.8,82,621,101
1433,1928,1486,2308,28.4,122,777,5.42,225,1310,359
352,562,147,271,4.41,33.1,267,3.89,403,2267,991
337,533,112,191,4.33,78.4,500,5.88,44.1,264,184
106,151,346,594,7.23,15.3,75.7,9.56,85.8,362,362
202,519,325,483,7.7,45.7,244,11.4,120,621,286
313,461,50.5,142,71.7,38.5,271,8.2,47,279,124
202,269,229,375,18.6,18.8,106,6.26,42.9,250,193
136,178,264,449,7.64,27.6,221,9.06,279,1568,737
418,673,777,1420,3.72,24.6,165,2.39,53.3,316,176
189,276,155,322,10.6,54.7,359,11.2,96.5,632,239
355,615,1370,1963,34.6,41,235,6.67,124,615,372
400,523,599,1075,10.6,198,1346,11.5,655,3249,1334
70.4,90.6,375,644,12.3,24.8,132,6.85,241,1446,922
2350,3685,1104,1843,9.73,47,269,9.91,115,874,133
175,241,316,562,4.03,55.7,308,9.06,52.8,284,146
547,931,305,483,11.1,50.9,286,1.84,65.5,372,322
557,828,1512,2595,294,45.3,276,12.2,13,64.9,1084
286,496,255,389,1.11,28.1,175,6.73,154,851,202
1715,2350,118,195,5.99,37.2,241,4.87,129,685,250
257,392,922,1568,36.5,24.8,89.8,10.2,130,698,233
125,205,168,286,10.6,139,820,14.5,62.6,372,131
311,519,205,359,4.7,75,466,12.6,102,615,233
279,491,4.66,11.9,15.5,56.2,372,11.9,188,1104,1027
184,289,284,478,10.3,42.2,325,7.7,95.6,542,244
730,1208,311,519,19.1,47.8,276,8.98,61.5,352,362
578,914,1382,2247,53.8,54.2,305,10.7,41.8,244,102
191,276,262,491,3.02,32.5,175,7.3,35.5,205,723
133,235,552,1009,6.61,75,403,11,71,375,202
1459,2110,170,313,7.43,53.3,372,8.35,213,1155,509
227,346,189,349,3.52,42.6,211,12.9,176,1114,407
127,250,131,257,8.98,21.9,103,8.58,109,692,158
96.5,99.1,200,340,3.05,69.8,491,12.4,509,2839,1252
496,757,151,300,6.15,83.5,588,1.57,40.7,269,121
710,1197,449,770,15,47,325,4.61,47,297,41.8
470,784,193,337,11.2,31.1,175,11.5,44.5,257,127
178,284,292,514,1,64.4,407,17,64.9,372,193
99.1,124,407,757,21.1,2.39,8.43,11.7,198,1197,316
77,110,599,1114,26.2,89,621,6.15,34.9,141,67.3
257,461,799,1370,56.2,7.43,17,1.19,66.1,461,255
470,743,84.3,142,6.26,44.1,334,6.44,85.8,547,255
470,784,193,337,11.2,31.1,175,11.5,44.5,257,127
638,982,112,205,8.2,67.9,483,5.47,59.9,343,1395
297,514,308,547,22.1,67.3,355,6.85,75,433,519
244,319,195,375,5.14,38.2,255,12.6,91.4,514,478
85.1,150,947,1596,18.6,87.4,562,10.9,61.5,426,313
1000,1526,685,1186,20.7,25.9,143,5.57,111,698,205
221,385,764,1310,9.31,47.8,229,17.8,16,61.5,1568
138,255,54.2,90.6,5.14,42.6,300,2.48,158,939,253
225,359,337,573,16.4,49.1,322,51.9,131,692,305
349,547,158,237,1.01,69.8,382,14.5,188,922,1395
396,673,297,610,11.2,4.33,20.9,3.65,1018,5186,1554
1037,1433,241,433,3.52,202,1219,83.5,54.2,281,92.2
83.5,96.5,1263,2072,17.6,15.5,107,10,92.2,547,141
155,274,213,396,9.47,52.3,248,12.1,106,770,179
31.1,99.1,35.9,58.3,4.33,61.5,403,1,31.3,163,661
129,229,604,1000,25.9,42.6,225,10.9,578,2969,638
519,965,183,328,7.23,11.5,108,4.1,55.2,379,179
1526,2371,229,396,9.31,27.4,198,5.67,49.6,319,79.1
138,255,54.2,90.6,5.14,42.6,300,2.48,158,939,253
167,253,205,379,8.2,13.3,73,12.7,53.8,294,191
890,1407,158,246,10.2,43.3,262,9.65,37.9,246,109
227,400,1554,2525,120,89,552,31.9,188,1252,346
153,286,562,1046,11.1,141,914,7.91,118,698,1685
66.1,95.6,255,457,10.7,16.4,97.3,11.1,68.5,392,269
470,743,84.3,142,6.26,44.1,334,6.44,85.8,547,255
1526,2187,281,483,10.6,19.5,82.8,7.57,164,866,2148
109,149,362,644,12,105,710,13.6,31.9,188,215
193,257,259,375,14.2,59.9,352,6.44,189,947,1134
1046,1526,313,638,6.15,42.2,300,17.2,175,1144,392
262,389,131,219,2.71,41,213,19.6,791,4179,2148
294,400,183,325,3,27.9,176,2.53,157,890,365
244,313,319,542,3.22,74.3,449,13.6,257,1512,866
257,461,799,1370,56.2,7.43,17,1.19,66.1,461,255
334,573,1827,2943,68.5,65.5,491,2.89,70.4,457,154
956,1499,322,523,4.29,62.6,396,30,32.5,205,135
429,673,105,200,3.96,72.3,470,19.8,828,4105,1499
104,161,286,519,7.1,149,939,18.4,43.7,257,588
1334,2091,757,1252,56.2,82,557,15.1,241,1420,297
67.3,100,279,422,8.28,59.9,392,4.61,82.8,426,281
138,246,129,259,19.6,67.3,362,31.3,65.5,379,533
843,1275,146,279,10.4,64.4,400,4.91,64.4,418,142
313,491,165,661,22.7,73,500,14.3,79.1,538,262
184,302,209,325,11.2,11,91.4,3.75,99.1,644,414
225,334,189,337,7.37,158,1144,40.7,135,764,151
90.6,133,956,1625,32.2,119,594,5.23,45.3,319,84.3
316,449,316,588,17.5,32.2,202,5.83,53.3,328,131
202,337,89.8,196,8.28,91.4,470,23.5,45.3,274,129
255,429,271,414,9.31,79.1,514,62.6,164,791,939
105,239,322,557,29.7,142,1009,54.7,46.1,191,437
615,931,95.6,163,3.75,59.4,281,7.57,22.7,137,122
294,414,104,191,10.6,31.1,255,5.33,28.9,160,66.1
108,179,799,1298,16.1,58.3,305,32.8,71.7,392,198
102,127,189,313,12.5,27.4,179,3.59,533,3023,1046
621,1027,229,466,5.78,15,121,4.61,17.9,130,66.7
271,426,143,233,8.13,34,167,9.82,51.4,305,131
264,407,165,470,108,56.7,403,9.91,31.9,244,87.4
956,1499,322,523,4.29,62.6,396,30,32.5,205,135
173,340,610,1230,6.85,81.3,500,16,109,615,155
281,478,673,1124,55.7,46.1,219,10.3,155,843,241
209,294,119,215,1.72,101,599,32.2,66.1,343,352
723,1252,519,991,14.9,47,250,1,34.9,188,34.9
418,638,1611,2788,77,61,375,7.04,123,737,445
1155,1582,914,1526,33.4,59.9,325,12.9,70.4,433,239
235,316,110,167,3.75,95.6,578,9.91,92.2,673,292
264,418,457,874,10.4,53.3,346,2.09,8.06,37.2,1037
422,698,204,325,1.09,77.7,523,5.67,410,2247,1000
704,1346,382,583,6.67,71.7,433,8.66,217,1230,496
136,178,264,449,7.64,27.6,221,9.06,279,1568,737
196,313,730,1346,15.5,69.8,385,8.58,27.4,108,111
233,437,27.6,102,44.9,54.7,297,8.2,85.8,474,379
866,1165,710,1055,33.7,44.9,264,8.66,186,1037,1037
302,487,496,882,22.7,28.1,146,20.7,23.5,146,121
225,359,337,573,16.4,49.1,322,51.9,131,692,305
68.5,105,205,365,6.61,19.1,81.3,13.3,79.9,414,157
198,349,217,437,7.04,77.7,533,92.2,43.7,271,147
172,239,1526,2350,50.5,64.9,496,17.5,583,3134,956
750,1094,403,667,14.5,56.7,375,12.2,1124,5425,1981
418,673,777,1420,3.72,24.6,165,2.39,53.3,316,176
259,445,673,1310,16.7,1,7.1,12.4,52.3,305,343
311,519,205,359,4.7,75,466,12.6,102,615,233
219,385,6208,9058,308,19.3,130,5.05,259,1322,191
281,478,673,1124,55.7,46.1,219,10.3,155,843,241
382,487,359,573,7.7,42.9,264,3.62,91.4,578,211
126,205,168,284,10.1,61,340,16.8,85.1,509,191
262,483,135,241,3.72,87.4,533,8.66,11.3,53.8,84.3
115,170,292,557,4,32.8,235,4.45,64.9,389,193
1486,2227,743,1407,15.3,106,698,28.1,139,799,322
538,1009,750,1370,20,46.6,267,1.84,48.3,279,221
858,1358,244,437,19.1,34,127,7.04,48.3,300,69.2
209,322,95.6,188,4.37,81.3,588,16.1,73,426,289
202,519,325,483,7.7,45.7,244,11.4,120,621,286
141,215,75.7,151,4.14,80.6,466,22.3,170,1055,372
528,866,231,392,19.3,101,717,12.4,244,1611,349
1241,1794,1018,1640,44.5,56.2,368,14.5,60.4,343,172
407,594,313,567,39.2,40,311,3.82,75.7,496,147
274,396,133,204,7.3,33.1,178,1.01,10.6,79.9,322
96.5,150,215,316,8.9,43.3,284,4.37,50.5,292,168
259,396,183,322,16.8,8.51,63.2,67.9,37.9,202,132
193,313,66.7,106,3.55,21.9,120,1.96,3.85,44.5,39.2
150,231,186,328,7.77,48.7,284,2.94,120,621,898
305,422,478,898,11.5,15.4,79.1,1.36,28.1,160,94.7
334,528,155,284,4.26,99.1,557,20.2,83.5,538,178
217,308,267,496,7.3,30.5,231,13.9,135,750,297
474,750,52.3,82,3.46,47.4,255,7.64,858,4332,1027
68.5,105,205,365,6.61,19.1,81.3,13.3,79.9,414,157
82,141,325,583,6.38,44.9,257,8.9,874,4332,806
154,181,649,1027,52.8,70.4,500,7.17,79.9,483,262
441,723,150,274,11.5,33.4,217,6.67,64.4,337,229
82,141,325,583,6.38,44.9,257,8.9,874,4332,806
271,426,143,233,8.13,34,167,9.82,51.4,305,131
150,241,142,259,9.31,43.7,259,12.6,64.4,403,259
638,1114,188,349,10.5,42.9,319,9.47,286,1655,229
259,362,410,1075,59.9,42.2,213,13,142,806,743
389,667,183,355,8.66,49.1,365,7.37,259,1446,588
165,264,588,1124,6.26,104,610,27.9,46.6,294,107
237,365,372,806,20.7,55.2,368,5.94,149,866,1263
167,253,205,379,8.2,13.3,73,12.7,53.8,294,191
138,246,129,259,19.6,67.3,362,31.3,65.5,379,533
103,155,104,202,1.37,71,514,5.47,53.8,281,120
202,313,770,1298,27.1,183,1241,66.1,1094,5523,1219
211,284,284,599,11.1,112,655,34.9,63.8,362,175
279,478,125,225,13.8,37.2,221,114,158,973,316
334,528,155,284,4.26,99.1,557,20.2,83.5,538,178
244,385,35.5,91.4,54.2,46.6,289,3.46,202,1219,229
1794,2714,271,487,1.38,34,163,7.84,229,1395,777
644,1084,500,851,11.2,45.7,365,1,71.7,433,359
2017,3220,104,179,1,123,770,35.5,35.5,241,117
770,1197,264,392,4.83,21.3,150,15.3,81.3,433,179
158,257,89,178,8.2,104,583,11.4,211,1322,1472
898,1499,599,1084,54.7,73,418,7.57,78.4,474,221
346,583,1911,2943,100,132,632,40,153,882,264
337,542,557,1027,2.33,17.6,105,82.8,227,1230,737
262,437,250,445,7.7,44.5,297,2.41,95.6,626,111
84.3,119,316,567,23.3,36.8,211,8.35,221,1197,1124
599,1018,474,799,11.2,219,1499,18.6,101,621,129
137,225,173,289,11,26.2,150,1,221,1186,414
115,215,385,685,66.1,26.9,168,2.57,106,717,355
117,173,176,311,7.04,54.7,429,4,154,906,139
813,1230,368,638,22.1,60.4,379,15.3,19.3,112,119
1999,3051,172,289,2.41,56.7,269,12.6,66.1,429,113
141,215,75.7,151,4.14,80.6,466,22.3,170,1055,372
710,1094,542,982,16.3,35.2,113,19.5,124,843,176
142,231,225,414,1,119,710,7.91,487,2864,692
215,372,1596,2738,59.9,58.8,355,8.35,40,211,54.2
83.5,96.5,1263,2072,17.6,15.5,107,10,92.2,547,141
368,588,313,523,9.73,59.9,331,9.06,57.8,349,207
188,340,115,225,13.6,41.8,294,13.3,38.9,205,39.2
578,914,1382,2247,53.8,54.2,305,10.7,41.8,244,102
400,552,149,248,2.29,76.4,483,3.05,50,331,97.3
246,372,294,523,5.99,82.8,478,10.9,69.2,372,207
750,1298,385,667,5.38,42.9,264,7.91,78.4,429,284
200,294,1124,1860,95.6,17.9,123,14.3,43.7,250,110
470,743,84.3,142,6.26,44.1,334,6.44,85.8,547,255
302,509,81.3,491,26.4,191,1219,43.3,63.2,375,71
382,615,269,519,15.1,58.8,433,9.39,1055,5280,1310
121,205,93.1,211,9.91,8.28,22.5,58.3,57.3,429,111
514,704,316,661,5.57,79.9,382,10.6,205,1263,562
158,246,340,655,6.61,12,64.9,153,131,764,237
184,311,102,193,17.6,119,704,6.26,93.9,594,233
750,1298,385,667,5.38,42.9,264,7.91,78.4,429,284
973,1472,77,114,13.6,25,137,8.66,86.6,588,127
198,340,115,193,1.95,23.7,184,7.77,400,2480,757
567,770,71.7,141,6.61,34.3,207,4.96,47,302,178
1611,2350,239,375,1,44.1,225,9.65,93.1,626,59.4
151,262,302,509,2.15,14.7,168,4.96,352,1963,1420
284,523,355,692,15.1,72.3,509,18.1,29.4,142,139
271,403,433,698,21.5,28.4,150,16.1,184,956,146
93.1,137,176,322,14.1,47,289,1,82.8,478,241
172,239,1526,2350,50.5,64.9,496,17.5,583,3134,956
150,231,186,328,7.77,48.7,284,2.94,120,621,898
237,365,372,806,20.7,55.2,368,5.94,149,866,1263
1512,2167,186,322,14.7,18.4,84.3,6.44,69.8,400,104
567,770,71.7,141,6.61,34.3,207,4.96,47,302,178
227,410,217,414,2.09,48.7,355,5.14,46.1,281,743
196,334,2666,4740,184,93.9,519,9.22,717,3555,3398
172,262,533,890,31.3,67.9,453,5.73,375,1981,685
119,165,365,604,10.6,64.9,505,15,48.7,316,209
1395,2148,75.7,119,1.65,91.4,567,25.9,27.6,172,89
710,1094,542,982,16.3,35.2,113,19.5,124,843,176
349,547,158,237,1.01,69.8,382,14.5,188,922,1395
1811,2666,300,514,15.8,39.6,259,7.17,47,325,241
308,441,478,914,15.8,54.2,389,4.41,22.9,131,196
813,1334,519,965,15,48.7,279,14.3,38.9,244,219
198,340,115,193,1.95,23.7,184,7.77,400,2480,757
121,165,743,1407,5.57,16.4,184,63.2,113,685,246
297,514,176,334,5.88,142,806,10.2,112,737,257
1459,2110,170,313,7.43,53.3,372,8.35,213,1155,509
82,141,325,583,6.38,44.9,257,8.9,874,4332,806
271,519,1286,2207,213,97.3,698,9.47,305,1778,1186
124,184,78.4,117,12.6,122,890,41.4,76.4,466,183
158,257,89,178,8.2,104,583,11.4,211,1322,1472
219,355,96.5,163,12.2,53.8,271,1,75.7,418,346
679,1018,259,407,19.6,80.6,457,21.9,131,939,213
186,313,379,644,31.9,55.2,382,10.5,108,723,248
262,483,135,241,3.72,87.4,533,8.66,11.3,53.8,84.3
281,483,231,389,9.65,17.8,121,7.3,32.5,204,135
359,615,604,1084,18.4,77,474,2.35,62.6,389,90.6
129,248,225,375,5.38,44.9,382,2.17,45.3,250,229
281,426,135,233,13.2,31.6,189,9.65,41.4,248,46.6
248,429,244,453,8.2,41,200,6.92,130,770,255
294,461,102,200,3.19,23.3,117,4.57,137,723,385
308,441,478,914,15.8,54.2,389,4.41,22.9,131,196
173,235,115,195,5.83,62.1,365,7.7,45.3,279,75.7
389,692,410,717,11.9,41.8,200,14.3,441,2393,764
130,244,233,400,5.19,98.2,610,20.4,54.2,349,142
217,308,267,496,7.3,30.5,231,13.9,135,750,297
106,151,346,594,7.23,15.3,75.7,9.56,85.8,362,362
239,379,211,365,8.06,9.73,85.8,1.55,91.4,542,113
143,221,1582,2548,40.3,89,594,23.3,542,2943,2503
313,500,68.5,101,11.1,11.8,83.5,132,33.4,150,151
