"praf","pmek","plcg","pip2","pip3","p44.42","pakts473","pka","pkc","p38","pjnk"
46.1,18.8,1,6.15,9.65,26.4,46.6,239,11.2,27.4,9.91
66.7,27.6,1.41,1.01,28.1,20.5,34.9,233,7.23,47,161
78.4,43.7,3.75,4.7,11.7,17.2,31.9,211,74.3,112,28.9
84.3,46.1,4.45,1.01,11.5,5.99,14.1,18.6,21.1,59.9,274
56.7,25.5,1.84,1,25.7,6.98,31.9,851,8.51,20.5,160
58.3,33.7,9.47,4.41,14.3,7.04,28.4,478,17.9,35.9,12.2
38.5,20.2,16.4,8.43,22.3,27.6,49.6,250,20.5,49.1,17.3
34.3,30,1,1,19.8,58.8,114,882,23.3,56.7,44.1
40.7,14.5,2.37,1,26.4,23.3,54.7,813,15.5,21.9,16.5
56.7,38.2,2.11,2.53,12.9,16.7,38.5,523,30,69.2,42.9
55.7,22.9,3.22,6.67,12.7,14.9,53.3,1055,17,35.2,9.56
45.7,13.1,1.91,6.79,6.32,29.7,49.1,382,16.7,39.2,22.9
104,64.9,11.9,1,23.5,54.7,112,704,17.6,36.8,12.3
61,38.9,3.46,5.19,26.2,12,24.6,487,14.7,21.3,13.8
47,20.4,6.98,3.85,12.4,8.98,20.2,474,44.5,129,44.1
57.3,33.7,1,2.84,8.9,79.9,153,1219,6.21,13,5.19
21.1,15.8,7.43,2.48,21.5,13.8,36.2,784,25.3,45.3,82
8.13,24.4,12.4,1.03,21.7,28.6,193,62.1,11.2,40,108
110,65.5,8.35,1.01,20.4,18.1,33.1,396,35.9,66.1,19.3
59.4,15.3,1.01,2.37,19.6,15.7,41,269,11.1,22.1,6.44
70.4,40,2.57,1.65,3.43,23.5,42.9,392,2.39,11.4,43.3
20.2,15.8,9.06,4.45,9.91,19.5,110,1358,16.5,35.9,17.8
85.8,21.3,1.57,1.41,5.05,63.2,181,1731,23.7,50.5,150
18.6,11.3,2.59,1,1.19,15.4,24.4,426,20.4,44.9,8.98
85.1,24.1,5.88,2.29,18.8,11.5,22.5,437,5.47,42.9,90.6
100,57.3,4.26,1.01,13.3,11.7,29.2,322,21.1,31.6,13.7
61,28.9,10.3,1.01,20.7,111,184,491,12.5,37.2,7.1
69.8,32.8,3.62,1.68,10.2,11.9,26.4,426,1.93,20.7,44.1
89.8,57.8,4.7,1.15,18.1,22.5,40.3,271,10.8,22.1,9.47
93.1,30.5,1.72,1,16.5,6.73,34,717,50.5,107,59.9
101,32.5,9.39,1.29,13.9,13.8,41.4,478,24.4,53.8,96.5
51.4,18.1,9.14,1,6.73,24.8,51.9,337,24.8,70.4,59.9
43.7,37.2,5.38,2.27,8.2,6.1,13.8,567,11.5,35.5,13.2
42.2,21.7,13.1,14.5,10.2,34,67.3,331,28.9,55.7,19.1
43.7,18.6,2.84,1.01,14.3,24.4,57.3,890,6.26,2.46,3.72
20.7,13.6,8.43,5.33,4.22,18.9,56.7,2458,9.39,19.8,1.98
59.4,15.3,1.01,2.37,19.6,15.7,41,269,11.1,22.1,6.44
66.7,19.3,2.46,1.06,25.3,10.7,36.2,422,11.8,25.7,9.91
53.8,23.5,2.48,5.83,4.26,41.8,55.7,209,12.1,21.9,15.3
30.5,22.5,13.2,1.01,21.9,22.3,36.8,223,12,26.2,25
70.4,24.6,1,4.53,42.9,79.1,155,2227,3.96,12,33.4
73,61.5,9.47,3.96,15.4,7.17,13.7,241,36.5,76.4,49.1
80.6,18.6,2.29,1.76,8.43,25.3,49.6,313,31.3,76.4,9.82
56.2,19.8,9.91,4.87,6.73,26.7,41,221,28.4,40,9.73
28.1,44.1,1.08,3.62,9.65,43.7,87.4,552,12.7,25.5,6.73
121,77.7,3.55,1,14.5,6.61,19.3,661,26.2,42.6,14.3
7.57,32.2,8.43,1.01,7.5,14.1,30.5,305,34.3,63.8,14.9
42.2,40,3.96,1,13.2,29.4,47,474,25.5,47.4,21.9
57.8,34.3,4.87,1.95,14.6,16.8,32.8,289,13.2,23.9,22.1
16.7,13.3,6.73,1,7.77,22.9,38.5,403,1.78,3.4,6.15
11.3,21.3,1.54,1,16.1,64.4,120,615,18.9,37.2,23.5
37.9,18.4,4.33,1.25,12,34,100,914,6.44,30.8,108
37.2,15.3,18.9,23.1,19.1,15.8,33.4,284,27.6,32.2,13.5
114,26.2,10,3.05,4.29,18.9,36.8,331,3.65,33.7,89.8
56.7,31.6,9.31,2.89,25.7,49.1,104,698,3.4,4.45,1
66.1,19.3,10.8,1,16.7,13.9,38.2,255,16.1,30.2,11.2
44.1,17.6,3.65,1,24.1,18.4,57.8,835,30.2,46.6,8.58
100,57.3,4.26,1.01,13.3,11.7,29.2,322,21.1,31.6,13.7
119,39.2,1,6.26,21.7,55.7,149,1346,12.5,36.8,5.73
53.8,17.5,4.83,1.01,4,41.4,71,1197,5.14,16.7,71
107,129,15.8,1.03,10.9,49.6,99.1,1298,28.4,50.9,31.1
10.1,16.3,5.38,1.23,21.1,13.5,34.6,289,26.2,51.4,22.7
70.4,47.4,3.37,1.23,13.7,13.5,20.4,621,30,71.7,139
54.2,25.3,8.58,3.02,27.6,18.6,34.9,274,3.92,18.9,85.8
74.3,26.4,6.49,1.35,14.7,11,31.6,965,18.8,33.4,15.5
62.6,25.5,7.1,1.06,3.34,21.7,34,300,7.43,38.9,54.7
79.1,16.5,6.1,1.64,15.5,7.99,29.4,385,32.2,67.9,21.7
141,139,8.58,1.01,12.3,7.84,25.3,791,20.9,41.4,18.6
170,41.8,5.52,1.41,23.9,24.1,37.9,286,1.39,30.2,4.53
170,142,26.7,170,39.2,39.2,75.7,874,10.7,20,9.56
28.4,19.8,10.2,4.57,30.8,6.38,18.1,973,21.9,47.8,18.9
31.6,8.66,7.99,1,8.06,37.9,84.3,1611,8.51,56.2,239
85.8,37.5,1,1.01,9.14,45.7,70.4,225,28.9,73,50
55.7,33.4,1,6.67,7.43,20.4,40,610,30,46.1,10.7
41.8,23.1,1,1.06,12.1,20.5,33.1,292,35.2,66.7,25.9
85.1,23.5,8.74,1.01,18.6,8.28,23.3,717,4.18,9.73,4.14
100,44.5,1.01,6.32,10.6,24.8,51.9,487,2.55,9.82,48.3
17.2,23.5,4.03,1.41,23.9,19.1,34,267,5.94,15.8,86.6
65.5,22.5,1,1.01,11.5,61,95.6,956,14.9,30,21.1
62.1,22.5,10.7,1.68,17.5,91.4,165,470,11.9,25.9,15.3
31.9,44.1,5.42,1.31,6.32,13.8,13.3,349,12.7,23.3,9.39
35.5,14.5,4.96,5.57,5.19,6.92,41.8,65.5,22.3,54.2,35.9
17.5,30.5,13.2,3.28,20.5,13.9,20.2,271,8.43,25,88.2
75.7,51.9,7.23,167,19.1,30,93.1,1860,1.78,30.5,39.6
35.5,22.5,5.14,1.01,19.8,46.1,94.7,1596,5.33,25.5,89.8
57.3,29.4,5.09,4.22,17.6,8.74,34.3,649,9.82,26.9,16.5
69.8,20.4,5.23,1.01,2.84,56.7,127,698,16.7,32.8,17.6
61,31.1,1.89,1,28.9,50.9,82,538,7.5,18.8,10.4
54.7,33.4,9.73,2.17,19.8,46.6,85.8,604,31.6,54.7,26.4
85.1,21.9,1.08,1,7.5,8.74,18.8,355,5.83,17.9,103
11.1,13.8,14.7,5.09,9.47,44.1,86.6,723,26.4,84.3,48.7
54.7,28.1,1.15,4.61,26.4,28.1,46.1,375,51.9,67.9,1.67
14.1,33.7,1.43,1,16.8,33.7,57.8,410,7.37,24.4,7.43
14.3,16.8,1.81,5.73,27.6,12.9,33.7,523,47.8,106,58.8
54.7,11.8,4.18,1,31.1,66.7,154,1928,20.7,57.3,23.9
67.9,36.5,14.5,5.14,10.3,45.7,80.6,898,18.4,34.3,22.3
61.5,23.1,1.46,1.13,1.04,11.8,30.8,547,18.8,36.2,13.7
31.9,20.5,1.79,165,72.3,17.2,33.1,723,15.5,37.2,79.1
45.3,19.8,16.4,4.78,8.35,6.44,17.5,610,12.6,24.8,10.9
15,21.1,5.23,3.55,12.6,46.1,109,2548,2.25,5.42,5.83
82,26.9,3.31,8.13,23.5,8.13,23.7,610,20.4,33.7,22.1
49.1,23.1,1.83,1.7,15,47,104,2072,39.2,73,38.5
93.1,27.1,3.79,1.75,20.9,17,29.7,583,35.5,61,32.2
38.2,19.3,10.5,2.79,16.7,16.7,31.3,717,12.9,33.7,9.56
39.6,18.1,4.83,1,21.7,13.7,35.5,198,32.5,84.3,60.4
46.1,48.3,3.43,1.68,12,32.8,95.6,552,2.76,33.4,99.1
100,57.3,4.26,1.01,13.3,11.7,29.2,322,21.1,31.6,13.7
55.2,76.4,8.13,2.86,16.1,8.98,26.2,514,25.3,48.3,11.4
58.3,27.9,8.43,1.01,4.66,22.9,54.7,346,14.9,24.6,6.26
59.4,32.8,7.17,7.23,21.5,9.56,29.4,246,56.7,108,64.9
7.57,32.2,8.43,1.01,7.5,14.1,30.5,305,34.3,63.8,14.9
16.8,23.9,5.99,4.91,14.3,6.98,52.3,547,1.25,10,46.1
70.4,47.4,3.37,1.23,13.7,13.5,20.4,621,30,71.7,139
95.6,52.3,5.99,1,30.8,6.38,20.2,26.4,23.7,31.6,29.2
59.9,23.7,1.6,3.02,16.5,17.6,42.2,269,18.9,41.8,18.1
89.8,42.9,8.06,1,9.39,20,28.4,400,28.1,63.8,24.4
145,53.3,7.7,1.39,1.84,50.9,113,843,22.3,44.1,64.4
83.5,19.5,7.57,1.08,2.76,17.9,33.4,316,16.7,26.9,15.4
40.3,26.2,6.67,1,12.5,11.2,44.5,784,18.4,33.7,12.5
42.2,40,3.96,1,13.2,29.4,47,474,25.5,47.4,21.9
45.3,19.8,16.4,4.78,8.35,6.44,17.5,610,12.6,24.8,10.9
94.7,36.5,6.79,1.23,5.47,14.6,30.2,567,113,175,37.9
21.7,10.6,7.57,2.46,16.1,29.4,64.4,1155,30.2,77,28.1
10.1,16.3,5.38,1.23,21.1,13.5,34.6,289,26.2,51.4,22.7
66.7,18.8,4.7,1,5.78,41,89.8,1655,25.5,48.3,13.9
58.3,27.9,8.43,1.01,4.66,22.9,54.7,346,14.9,24.6,6.26
62.1,17.3,5,1.01,2.07,17.8,36.5,271,13,27.9,7.1
97.3,51.4,7.91,2.05,13.6,14.1,29.4,491,91.4,139,28.1
81.3,24.6,1,5.42,11.2,6.49,18.6,466,20.4,42.2,25
26.4,24.1,9.39,3.31,24.8,14.5,41.8,906,13.1,30.8,10.3
25.5,16.8,10.6,1.01,11.8,48.3,117,453,40.3,75,63.8
89,58.8,4.96,1,11.2,14.3,28.1,319,2.39,19.1,70.4
74.3,26.4,7.7,7.3,1.58,10.6,25.7,400,8.43,18.4,6.61
17.5,19.3,4.41,1,4.61,4.83,19.6,750,4.22,18.8,93.9
56.7,38.2,2.11,2.53,12.9,16.7,38.5,523,30,69.2,42.9
40.7,14.5,2.37,1,26.4,23.3,54.7,813,15.5,21.9,16.5
69.8,32.8,3.62,1.68,10.2,11.9,26.4,426,1.93,20.7,44.1
34,13.8,4.7,6.49,21.3,16.3,45.7,403,4.91,18.6,61.5
139,48.7,6.04,1,31.3,11.5,34.3,87.4,12.7,29.7,14.2
61,32.2,3.22,1,11.3,22.7,45.7,281,9.31,18.4,5.52
54.7,18.9,3.02,4.37,13.8,21.7,35.9,235,14.1,25.7,10.8
86.6,58.8,5.42,2.94,12.4,18.9,33.1,478,18.3,35.2,7.1
33.7,13.3,4.14,1,17.2,18.9,37.5,375,1,66.7,13.5
47,83.5,8.82,2.59,3.68,24.4,40,227,24.1,30.5,14.6
28.1,44.1,1.08,3.62,9.65,43.7,87.4,552,12.7,25.5,6.73
56.2,16.4,8.58,4.49,5,17,127,982,15.4,30.2,12.9
57.3,33.4,4.87,1.01,10.5,10.4,47,1407,45.3,50.9,21.7
73,31.9,5,1,10.4,22.9,46.1,300,5.05,25.9,71
33.1,26.4,2.17,1,14.6,21.7,41,947,7.04,27.1,9.39
105,41.4,2.69,3.82,9.56,28.6,59.9,362,17,25.5,12
12,17.2,4.83,3.85,2.29,5.83,23.5,931,55.7,99.1,26.4
36.8,19.6,1.84,2.71,10,8.2,23.5,449,2.86,22.9,106
16.1,17.9,1.83,1.01,10.3,53.3,94.7,542,17.6,42.2,16.1
56.7,25.9,1.83,3.96,21.7,13.5,26.2,698,22.3,53.8,4.26
6.98,28.4,9.73,1,6.85,34.6,66.1,355,23.3,42.6,22.9
72.3,50,5.28,1.01,25,34.3,90.6,1322,33.4,65.5,27.6
72.3,15.1,7.43,5.83,31.1,20.2,33.7,302,34.9,73.7,35.2
132,172,2.15,2.25,8.66,16.4,33.1,426,38.2,64.9,21.9
73,61.5,9.47,3.96,15.4,7.17,13.7,241,36.5,76.4,49.1
88.2,45.3,11.1,1,17.8,37.5,75,1186,37.5,64.4,14.9
53.3,21.5,6.85,2.92,39.2,19.1,55.7,679,64.9,114,47.8
75,28.4,6.67,7.17,18.4,13.2,139,132,17.5,39.6,8.74
106,23.9,8.74,1.18,28.1,8.51,26.9,717,17.8,32.5,14.2
77,33.1,5.19,4.07,16.7,13,32.5,441,25.3,50.5,22.9
51.9,12.5,4.29,1.18,7.84,13.9,28.4,284,22.1,55.7,15.4
51.9,27.9,17.8,83.5,47.4,32.2,106,1382,14.5,27.1,13.7
87.4,30.5,10.3,1.57,18.6,26.7,40,334,33.1,73,34.3
89,24.4,2.62,2.15,4.61,6.55,25.5,25.3,14.7,41.4,6.04
73,43.7,3.59,1,18.8,131,231,1186,9.14,18.1,11.7
78.4,20.5,2.94,3.11,27.9,14.2,28.9,496,8.98,27.6,82.8
26.4,25.5,10.6,3.28,36.8,25,41.8,292,16.3,39.6,15.4
103,44.1,3.52,1.38,19.6,10.5,20.4,396,15.5,36.2,32.8
172,33.1,5.88,173,47.4,24.1,32.8,279,31.9,56.2,28.9
15.7,16.3,5.38,93.9,22.7,32.5,66.1,655,42.2,107,34.6
60.4,22.5,2.41,3.34,7.3,17.5,20.5,284,42.2,89,70.4
42.2,40,3.96,1,13.2,29.4,47,474,25.5,47.4,21.9
17.8,24.6,1.23,1.01,13,8.82,23.5,843,11.3,44.9,86.6
54.7,33.4,9.73,2.17,19.8,46.6,85.8,604,31.6,54.7,26.4
11.1,18.4,6.44,1.01,19.1,20,38.2,368,27.9,54.2,38.2
50,31.1,1.86,1.79,7.64,19.1,33.1,267,3.34,21.1,56.2
90.6,45.3,12,1.01,30.5,28.1,48.3,229,1.45,48.7,3.89
10.1,26.4,2.81,1,16.5,23.1,50.9,557,35.5,77.7,38.2
59.4,32.8,7.17,7.23,21.5,9.56,29.4,246,56.7,108,64.9
70.4,33.4,4.57,2.74,7.23,11.8,14.1,359,46.6,84.3,36.2
3.28,7.57,6.04,4.07,11.5,30,86.6,1065,19.1,44.1,17.8
132,77,2.19,1.61,5.52,6.92,19.8,379,14.6,34,14.3
71.7,21.9,2.27,5.05,11,26.9,47.4,334,37.9,69.2,20.4
38.2,20.4,15.1,4.91,19.8,45.7,138,2227,16.7,43.7,73
42.6,25.5,7.3,1,21.5,33.7,49.6,396,59.4,85.1,19.6
74.3,38.5,3.11,1.01,12.4,15.4,34,538,30.2,64.4,23.3
11.7,30.8,2.84,6.32,10.6,66.1,86.6,922,1.51,21.7,80.6
445,89.8,1.01,3.62,14.1,12.1,34.6,931,22.3,45.3,11
29.4,8.43,7.91,1.43,14.6,5.62,23.9,644,17.8,32.8,16.8
93.1,62.6,1.06,6.98,2.02,6.32,37.2,500,1.93,19.1,57.8
55.7,33.4,1,6.67,7.43,20.4,40,610,30,46.1,10.7
31.9,20.5,1.79,165,72.3,17.2,33.1,723,15.5,37.2,79.1
36.2,39.6,1.86,5.42,1,40.3,101,1219,35.2,77,32.2
18.3,15.5,3.05,4.53,25.7,30.2,56.7,1486,29.2,69.8,26.9
17.2,37.2,14.1,3.31,28.9,13.5,31.6,491,26.4,77.7,29.7
175,99.1,7.99,6.61,2.5,37.2,66.1,552,19.6,29.7,28.1
54.2,14.9,9.39,1,13.5,35.2,101,813,13.2,40.3,21.5
19.6,27.1,14.9,1.01,18.4,29.4,48.3,359,8.82,33.7,66.7
66.7,18.8,4.7,1,5.78,41,89.8,1655,25.5,48.3,13.9
77,30.5,4.49,2.46,18.3,24.6,41.8,302,13,18.8,50.9
66.7,19.3,2.46,1.06,25.3,10.7,36.2,422,11.8,25.7,9.91
15.3,25.7,3.37,3.52,11.9,9.65,17.5,382,9.22,25.9,14.2
191,67.9,1,1.37,1.93,43.3,63.2,552,10.1,34.6,12
33.4,17.9,5.83,1,13.1,6.67,40,313,5.57,28.6,67.9
77.7,75,8.43,1.14,30.5,25,55.7,316,42.9,61,14.1
52.8,27.1,3.31,3.89,2.64,21.9,44.5,426,12.2,33.7,4.14
15,21.1,5.23,3.55,12.6,46.1,109,2548,2.25,5.42,5.83
89.8,21.9,13.5,2.31,22.5,16.3,58.8,2227,21.5,48.7,20.5
54.7,24.6,6.92,1.15,17.8,47,95.6,1877,1,1,7.7
27.4,10.9,2.86,4.1,5.88,68.5,129,1459,20.2,35.9,8.9
19.8,16.4,3.25,6.98,16,46.1,95.6,487,2.71,92.2,5.52
32.8,22.7,8.66,1.57,18.3,41.8,52.3,349,18.4,41,22.7
102,26.4,8.13,1.08,19.6,51.4,89,982,40.7,92.2,54.7
27.6,34.6,1,1.01,12.2,5.88,16.1,385,14.9,23.7,15.8
77,33.1,5.19,4.07,16.7,13,32.5,441,25.3,50.5,22.9
59.4,26.9,14.1,2.13,14.2,41,89,632,18.1,44.1,26.4
78.4,20.5,2.94,3.11,27.9,14.2,28.9,496,8.98,27.6,82.8
1,7.5,17.8,4.74,12.4,6.67,32.5,552,5.09,32.2,57.3
75.7,23.9,6.44,1,20,15.7,34,474,24.4,55.2,21.1
28.1,17.6,1.63,1.01,17.2,19.1,28.1,221,42.2,114,73.7
47.4,19.3,1,1.68,10.2,10.2,38.2,661,21.1,45.7,21.7
77,34.9,1.47,1.68,19.1,34.9,63.2,1486,52.8,85.8,30.8
37.9,18.4,4.33,1.25,12,34,100,914,6.44,30.8,108
47.8,34,7.57,2.84,24.4,21.5,42.9,257,11.5,33.1,9.47
47,26.4,1.79,1.02,25.7,36.2,85.1,1611,29.4,58.8,21.3
90.6,45.3,12,1.01,30.5,28.1,48.3,229,1.45,48.7,3.89
41.8,18.8,18.8,7.43,25.3,10.7,19.6,429,21.3,55.2,18.1
57.3,33.7,1,2.84,8.9,79.9,153,1219,6.21,13,5.19
52.8,17.5,5.94,179,14.6,11.5,22.1,457,13.9,39.2,18.4
37.2,24.4,2.69,3,19.5,21.7,41,349,8.35,24.4,9.82
32.2,13.2,4.14,2.41,15,14.6,28.6,638,54.7,73,23.9
111,36.5,6.98,1,15.3,28.4,54.2,211,4.66,33.7,100
29.4,38.9,3.92,1.19,4.22,5.78,30,914,37.5,66.7,19.5
75,54.2,11.2,2.09,12,17.3,34.6,519,5.78,37.5,154
46.6,17.3,6.98,1.18,2.81,117,223,528,25.7,36.8,29.7
73,29.7,5.94,4.29,12.3,13.6,145,154,23.7,48.7,15.5
36.8,22.5,9.65,1.43,3.13,15.1,58.3,75.7,13.2,26.2,12.4
57.3,23.7,9.56,1.83,9.47,17.6,49.6,717,22.1,40.3,12.1
18.4,18.1,6.49,1,9.73,8.2,25.3,547,8.35,25.5,2.44
7.3,11.9,6.38,4.57,10.2,11.2,19.3,528,9.91,35.5,37.5
85.8,37.5,1,1.01,9.14,45.7,70.4,225,28.9,73,50
